Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0031,12:38:12 09/28/2023, CCI, 26.8,46 54.73361N,017 41.80414E,1.0,09
0032,12:38:21 09/28/2023, CCI,  2.8,46 54.73339N,017 41.80443E,0.9,10
0033,12:38:36 09/28/2023, CCI,114.3,46 54.73408N,017 41.80325E,0.9,10
0034,12:38:47 09/28/2023, CCI,  6.3,46 54.73044N,017 41.80028E,0.9,10
0035,12:38:54 09/28/2023, CCI, 49.6,46 54.73038N,017 41.80074E,0.9,10
0036,12:39:01 09/28/2023, CCI, 15.1,46 54.73039N,017 41.80201E,0.9,10
0037,12:39:07 09/28/2023, CCI, 45.0,46 54.73097N,017 41.80205E,0.9,10
0038,12:39:13 09/28/2023, CCI,  2.6,46 54.73118N,017 41.80177E,0.9,10
0039,12:39:25 09/28/2023, CCI,  9.0,46 54.72998N,017 41.80385E,0.9,09
0040,12:39:30 09/28/2023, CCI, 16.5,46 54.73066N,017 41.80544E,0.9,10
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,12:55:43 09/28/2023, CCI,  3.8,----.------,-----.------,-.-,--
0002,12:55:48 09/28/2023, CCI, 19.1,----.------,-----.------,-.-,--
0003,12:55:55 09/28/2023, CCI, 30.1,----.------,-----.------,-.-,--
0004,12:56:05 09/28/2023, CCI, 30.9,----.------,-----.------,-.-,--
0005,12:56:14 09/28/2023, CCI, 13.8,----.------,-----.------,-.-,--
0006,12:56:19 09/28/2023, CCI, 25.2,----.------,-----.------,-.-,--
0007,12:56:24 09/28/2023, CCI, 28.2,----.------,-----.------,-.-,--
0008,12:56:38 09/28/2023, CCI, 27.4,----.------,-----.------,-.-,--
0009,12:56:44 09/28/2023, CCI, 19.3,----.------,-----.------,-.-,--
0010,12:56:54 09/28/2023, CCI, 17.0,----.------,-----.------,-.-,--
0011,12:56:58 09/28/2023, CCI, 25.4,----.------,-----.------,-.-,--
0012,12:57:01 09/28/2023, CCI, 22.4,----.------,-----.------,-.-,--
0013,12:57:05 09/28/2023, CCI, 22.6,----.------,-----.------,-.-,--
0014,12:57:10 09/28/2023, CCI, 23.7,----.------,-----.------,-.-,--
0015,12:57:17 09/28/2023, CCI, 25.6,----.------,-----.------,-.-,--
0016,12:57:27 09/28/2023, CCI, 22.4,----.------,-----.------,-.-,--
0017,12:57:31 09/28/2023, CCI, 29.1,----.------,-----.------,-.-,--
0018,12:57:34 09/28/2023, CCI, 27.0,----.------,-----.------,-.-,--
0019,12:57:39 09/28/2023, CCI, 27.9,----.------,-----.------,-.-,--
0020,12:57:44 09/28/2023, CCI, 28.4,----.------,-----.------,-.-,--
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:01:59 09/28/2023, CCI, 18.1,46 54.77203N,017 41.81263E,0.6,12
0002,13:02:10 09/28/2023, CCI, 13.5,46 54.77241N,017 41.81222E,0.6,12
0003,13:02:23 09/28/2023, CCI, 20.7,46 54.77223N,017 41.81160E,0.6,12
0004,13:02:30 09/28/2023, CCI,  7.1,46 54.77171N,017 41.81046E,0.6,12
0005,13:03:09 09/28/2023, CCI,  8.7,46 54.77194N,017 41.81054E,0.6,12
0006,13:03:12 09/28/2023, CCI, 21.3,46 54.77395N,017 41.80742E,0.6,12
0007,13:03:20 09/28/2023, CCI, 20.1,46 54.77460N,017 41.80753E,0.6,12
0008,13:03:23 09/28/2023, CCI, 15.3,46 54.77362N,017 41.80750E,0.6,12
0009,13:03:29 09/28/2023, CCI, 15.6,46 54.77307N,017 41.80788E,0.6,12
0010,13:03:39 09/28/2023, CCI,  8.6,46 54.77228N,017 41.80797E,0.6,12
0011,13:03:42 09/28/2023, CCI, 20.4,46 54.77171N,017 41.80857E,0.6,12
0012,13:03:46 09/28/2023, CCI, 25.7,46 54.77186N,017 41.80916E,0.7,12
0013,13:03:59 09/28/2023, CCI, 21.6,46 54.77220N,017 41.80897E,0.6,12
0014,13:04:04 09/28/2023, CCI, 18.3,46 54.77186N,017 41.80745E,0.6,12
0015,13:04:08 09/28/2023, CCI, 19.1,46 54.77121N,017 41.80687E,0.6,12
0016,13:04:13 09/28/2023, CCI, 13.7,46 54.77143N,017 41.80591E,0.6,12
0017,13:04:24 09/28/2023, CCI, 18.0,46 54.77218N,017 41.80665E,0.6,12
0018,13:04:29 09/28/2023, CCI, 21.1,46 54.77091N,017 41.80755E,0.6,12
0019,13:04:39 09/28/2023, CCI, 19.4,46 54.77070N,017 41.80797E,0.6,12
0020,13:05:00 09/28/2023, CCI, 22.7,46 54.76901N,017 41.80653E,0.8,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:32:47 09/28/2023, CCI,  8.5,----.------,-----.------,-.-,--
0002,13:32:50 09/28/2023, CCI,  5.6,----.------,-----.------,-.-,--
0003,13:32:55 09/28/2023, CCI,  4.7,----.------,-----.------,-.-,--
0004,13:33:01 09/28/2023, CCI, 11.9,----.------,-----.------,-.-,--
0005,13:33:05 09/28/2023, CCI,  6.7,----.------,-----.------,-.-,--
0006,13:33:08 09/28/2023, CCI,  7.7,----.------,-----.------,-.-,--
0007,13:33:14 09/28/2023, CCI, 10.7,----.------,-----.------,-.-,--
0008,13:33:18 09/28/2023, CCI, 10.2,46 54.98719N,017 41.37453E,1.5,08
0009,13:33:24 09/28/2023, CCI, 15.0,46 54.99130N,017 41.37315E,0.9,12
0010,13:33:29 09/28/2023, CCI, 16.1,46 54.99031N,017 41.37267E,0.9,12
0011,13:33:35 09/28/2023, CCI, 14.0,46 54.99047N,017 41.37316E,0.8,12
0012,13:33:39 09/28/2023, CCI,  8.0,46 54.98999N,017 41.37298E,0.8,12
0013,13:33:43 09/28/2023, CCI,  5.8,46 54.99006N,017 41.37276E,0.8,12
0014,13:33:50 09/28/2023, CCI, 10.6,46 54.99001N,017 41.37236E,0.8,12
0015,13:33:55 09/28/2023, CCI, 14.1,46 54.99018N,017 41.37225E,0.8,12
0016,13:34:00 09/28/2023, CCI,  6.0,46 54.98956N,017 41.37186E,0.8,12
0017,13:34:05 09/28/2023, CCI,  9.2,46 54.98919N,017 41.37155E,0.8,12
0018,13:34:11 09/28/2023, CCI, 15.0,46 54.98922N,017 41.37139E,0.8,12
0019,13:34:18 09/28/2023, CCI, 15.3,46 54.98939N,017 41.37162E,0.7,12
0020,13:34:47 09/28/2023, CCI, 10.8,46 54.98938N,017 41.37158E,0.8,12
0021,13:34:50 09/28/2023, CCI,  8.4,46 54.99475N,017 41.38543E,0.8,12
0022,13:34:55 09/28/2023, CCI,  6.2,46 54.99445N,017 41.38535E,0.8,12
0023,13:34:58 09/28/2023, CCI,  8.2,46 54.99424N,017 41.38577E,0.8,12
0024,13:35:03 09/28/2023, CCI,  6.0,46 54.99423N,017 41.38574E,0.8,11
0025,13:35:05 09/28/2023, CCI,  9.0,46 54.99397N,017 41.38583E,0.8,12
0026,13:35:08 09/28/2023, CCI, 10.2,46 54.99396N,017 41.38579E,0.8,12
0027,13:35:11 09/28/2023, CCI, 10.0,46 54.99407N,017 41.38597E,0.8,12
0028,13:35:16 09/28/2023, CCI,  7.2,46 54.99422N,017 41.38610E,0.8,12
0029,13:35:20 09/28/2023, CCI, 10.6,46 54.99397N,017 41.38611E,0.8,12
0030,13:35:23 09/28/2023, CCI, 11.2,46 54.99386N,017 41.38561E,0.8,12
0031,13:35:26 09/28/2023, CCI, 11.5,46 54.99388N,017 41.38536E,0.8,11
0032,13:35:29 09/28/2023, CCI, 14.9,46 54.99381N,017 41.38539E,0.8,12
0033,13:35:34 09/28/2023, CCI,  8.7,46 54.99357N,017 41.38544E,0.8,12
0034,13:35:41 09/28/2023, CCI, 12.4,46 54.99373N,017 41.38548E,0.8,12
0035,13:35:45 09/28/2023, CCI, 10.0,46 54.99357N,017 41.38566E,0.8,12
0036,13:35:50 09/28/2023, CCI,  9.1,46 54.99375N,017 41.38582E,0.8,12
0037,13:35:54 09/28/2023, CCI, 10.8,46 54.99395N,017 41.38596E,0.8,12
0038,13:35:59 09/28/2023, CCI,  8.3,46 54.99404N,017 41.38532E,0.8,12
0039,13:36:03 09/28/2023, CCI, 11.0,46 54.99407N,017 41.38540E,0.8,11
0040,13:36:51 09/28/2023, CCI,  8.6,46 54.99369N,017 41.38532E,0.8,12
0041,13:36:55 09/28/2023, CCI, 13.4,46 55.00135N,017 41.41700E,0.8,12
0042,13:37:02 09/28/2023, CCI, 12.2,46 55.00139N,017 41.41706E,0.8,12
0043,13:37:07 09/28/2023, CCI,  8.7,46 55.00123N,017 41.41707E,0.8,12
0044,13:37:11 09/28/2023, CCI,  8.6,46 55.00129N,017 41.41713E,0.8,12
0045,13:37:14 09/28/2023, CCI, 12.3,46 55.00128N,017 41.41707E,0.8,12
0046,13:37:18 09/28/2023, CCI, 10.4,46 55.00155N,017 41.41752E,0.7,12
0047,13:37:24 09/28/2023, CCI,  8.5,46 55.00145N,017 41.41727E,0.7,12
0048,13:37:28 09/28/2023, CCI, 12.9,46 55.00168N,017 41.41762E,0.8,12
0049,13:37:31 09/28/2023, CCI, 11.2,46 55.00184N,017 41.41796E,0.8,12
0050,13:37:35 09/28/2023, CCI,  7.3,46 55.00184N,017 41.41781E,0.8,11
0051,13:37:44 09/28/2023, CCI,  9.0,46 55.00149N,017 41.41735E,0.8,12
0052,13:37:48 09/28/2023, CCI, 10.2,46 55.00199N,017 41.41808E,0.8,12
0053,13:37:53 09/28/2023, CCI, 13.8,46 55.00187N,017 41.41806E,0.8,12
0054,13:37:58 09/28/2023, CCI,  9.3,46 55.00172N,017 41.41812E,0.8,12
0055,13:38:01 09/28/2023, CCI,  9.6,46 55.00148N,017 41.41775E,0.8,12
0056,13:38:04 09/28/2023, CCI, 10.4,46 55.00146N,017 41.41771E,0.8,12
0057,13:38:09 09/28/2023, CCI, 13.1,46 55.00154N,017 41.41797E,0.8,12
0058,13:38:13 09/28/2023, CCI,  9.3,46 55.00174N,017 41.41814E,0.8,12
0059,13:38:17 09/28/2023, CCI,  9.8,46 55.00120N,017 41.41787E,0.8,12
0060,13:38:26 09/28/2023, CCI,  6.4,46 55.00170N,017 41.41796E,0.8,12
