Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,12:32:09 02/22/2023, CCI,  3.3,----.------,-----.------,-.-,--
0002,12:32:21 02/22/2023, CCI,  1.9,----.------,-----.------,-.-,--
0003,12:32:31 02/22/2023, CCI, 27.8,----.------,-----.------,-.-,--
0004,12:32:58 02/22/2023, CCI,  8.2,----.------,-----.------,-.-,--
0005,12:33:07 02/22/2023, CCI, 71.1,----.------,-----.------,-.-,--
0006,12:33:19 02/22/2023, CCI,  3.5,----.------,-----.------,-.-,--
0007,12:33:34 02/22/2023, CCI,118.8,----.------,-----.------,-.-,--
0008,12:33:46 02/22/2023, CCI, 12.1,----.------,-----.------,-.-,--
0009,12:33:53 02/22/2023, CCI,  2.9,----.------,-----.------,-.-,--
0010,12:34:00 02/22/2023, CCI, 31.2,----.------,-----.------,-.-,--
0011,12:34:08 02/22/2023, CCI,  1.1,----.------,-----.------,-.-,--
0012,12:34:16 02/22/2023, CCI,  1.3,----.------,-----.------,-.-,--
0013,12:34:21 02/22/2023, CCI,  2.1,----.------,-----.------,-.-,--
0014,12:34:27 02/22/2023, CCI, 19.8,----.------,-----.------,-.-,--
0015,12:36:36 02/22/2023, CCI,  1.9,----.------,-----.------,-.-,--
0016,12:36:43 02/22/2023, CCI, 39.3,46 55.59205N,017 40.94156E,0.8,12
0017,12:36:48 02/22/2023, CCI, 16.3,46 55.59177N,017 40.94146E,0.8,12
0018,12:36:53 02/22/2023, CCI,  3.1,46 55.59150N,017 40.94112E,0.8,11
0019,12:36:58 02/22/2023, CCI,  3.9,46 55.59141N,017 40.94138E,0.8,12
0020,12:37:05 02/22/2023, CCI,  4.3,46 55.58968N,017 40.94132E,0.8,12
0021,12:37:10 02/22/2023, CCI,  5.3,46 55.59031N,017 40.94140E,0.8,12
0022,12:37:20 02/22/2023, CCI, 27.3,46 55.59057N,017 40.94185E,0.8,11
0023,12:37:28 02/22/2023, CCI,  3.0,46 55.59086N,017 40.94118E,0.8,12
0024,12:37:34 02/22/2023, CCI,  9.0,46 55.59100N,017 40.94000E,0.8,12
0025,12:37:39 02/22/2023, CCI, 32.6,46 55.59107N,017 40.94029E,0.7,12
0026,12:37:45 02/22/2023, CCI, 30.4,46 55.59112N,017 40.94025E,0.7,12
0027,12:37:50 02/22/2023, CCI, 81.8,46 55.59121N,017 40.94064E,0.7,12
0028,12:37:54 02/22/2023, CCI, 11.3,46 55.59116N,017 40.94035E,0.7,12
0029,12:37:59 02/22/2023, CCI, 11.2,46 55.59167N,017 40.94027E,0.7,12
0030,12:38:17 02/22/2023, CCI,  4.3,46 55.59149N,017 40.94013E,0.7,12
0031,12:38:22 02/22/2023, CCI, 20.2,46 55.58491N,017 40.94697E,0.7,12
0032,12:38:27 02/22/2023, CCI,  5.0,46 55.58536N,017 40.94638E,0.7,12
0033,12:38:33 02/22/2023, CCI,  6.7,46 55.58531N,017 40.94628E,0.7,12
0034,12:38:39 02/22/2023, CCI,  1.1,46 55.58530N,017 40.94650E,0.8,12
0035,12:38:45 02/22/2023, CCI,  8.3,46 55.58567N,017 40.94675E,0.8,12
0036,12:38:51 02/22/2023, CCI, 12.0,46 55.58547N,017 40.94654E,0.8,12
0037,12:38:58 02/22/2023, CCI, 11.1,46 55.58538N,017 40.94640E,0.8,12
0038,12:39:04 02/22/2023, CCI, 11.5,46 55.58544N,017 40.94645E,0.8,12
0039,12:39:11 02/22/2023, CCI,  1.3,46 55.58599N,017 40.94631E,0.8,12
0040,12:39:18 02/22/2023, CCI,  5.4,46 55.58493N,017 40.94658E,0.8,12
0041,12:39:24 02/22/2023, CCI, 10.9,46 55.58506N,017 40.94709E,0.8,12
0042,12:39:28 02/22/2023, CCI,  7.0,46 55.58483N,017 40.94732E,0.8,12
0043,12:39:31 02/22/2023, CCI,  3.5,46 55.58499N,017 40.94676E,0.8,12
0044,12:39:36 02/22/2023, CCI,  1.8,46 55.58511N,017 40.94654E,0.8,12
0045,12:39:54 02/22/2023, CCI,  1.8,46 55.58517N,017 40.94668E,0.8,12
0046,12:40:05 02/22/2023, CCI,  2.6,46 55.57879N,017 40.95233E,0.8,12
0047,12:40:16 02/22/2023, CCI,  3.4,46 55.57873N,017 40.95321E,0.8,12
0048,12:40:20 02/22/2023, CCI, 23.0,46 55.57855N,017 40.95366E,0.8,12
0049,12:40:24 02/22/2023, CCI,  4.7,46 55.57806N,017 40.95374E,0.8,12
0050,12:40:29 02/22/2023, CCI,  6.6,46 55.57802N,017 40.95401E,0.8,12
0051,12:40:35 02/22/2023, CCI, 14.8,46 55.57823N,017 40.95377E,0.8,12
0052,12:40:41 02/22/2023, CCI,  2.2,46 55.57815N,017 40.95302E,0.8,12
