Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0011,09:15:34 08/17/2023, CCI,  5.4,46 55.83990N,017 39.31438E,0.7,12
0012,09:15:40 08/17/2023, CCI,  7.3,46 55.83972N,017 39.31416E,0.7,12
0013,09:15:44 08/17/2023, CCI,  6.3,46 55.83975N,017 39.31457E,0.7,12
0014,09:15:49 08/17/2023, CCI,  7.4,46 55.83981N,017 39.31502E,0.7,12
0015,09:15:53 08/17/2023, CCI,  8.3,46 55.83971N,017 39.31539E,0.7,12
0016,09:15:59 08/17/2023, CCI,  6.0,46 55.83961N,017 39.31559E,0.7,12
0017,09:16:04 08/17/2023, CCI,  5.3,46 55.84008N,017 39.31518E,0.7,12
0018,09:16:09 08/17/2023, CCI,  7.9,46 55.84045N,017 39.31503E,0.7,12
0019,09:16:13 08/17/2023, CCI,  9.8,46 55.84072N,017 39.31513E,0.7,12
0020,09:16:23 08/17/2023, CCI, 10.0,46 55.84107N,017 39.31388E,0.7,12
0021,09:16:32 08/17/2023, CCI, 21.0,46 55.84095N,017 39.31444E,0.7,12
0022,09:16:36 08/17/2023, CCI, 14.1,46 55.84105N,017 39.31501E,0.7,12
0023,09:16:42 08/17/2023, CCI, 14.8,46 55.84073N,017 39.31487E,0.7,12
0024,09:16:45 08/17/2023, CCI, 16.8,46 55.84079N,017 39.31563E,0.7,12
0025,09:16:48 08/17/2023, CCI, 17.0,46 55.84079N,017 39.31587E,0.7,12
0026,09:16:53 08/17/2023, CCI, 18.2,46 55.84082N,017 39.31592E,0.7,12
0027,09:16:59 08/17/2023, CCI, 30.2,46 55.84087N,017 39.31597E,0.7,12
0028,09:17:04 08/17/2023, CCI, 20.3,46 55.84063N,017 39.31579E,0.7,12
0029,09:17:11 08/17/2023, CCI, 16.0,46 55.84040N,017 39.31601E,0.7,12
0030,09:17:17 08/17/2023, CCI, 24.2,46 55.84087N,017 39.31576E,0.7,12
0031,09:17:21 08/17/2023, CCI, 15.1,46 55.84055N,017 39.31574E,0.7,12
0032,09:17:27 08/17/2023, CCI, 32.5,46 55.83977N,017 39.31615E,0.7,12
0033,09:17:33 08/17/2023, CCI, 31.2,46 55.83947N,017 39.31681E,0.7,12
0034,09:17:44 08/17/2023, CCI,  8.0,46 55.83934N,017 39.31635E,0.7,12
0035,09:17:51 08/17/2023, CCI,  5.3,46 55.84078N,017 39.31618E,0.7,12
0036,09:17:58 08/17/2023, CCI, 13.9,46 55.84105N,017 39.31583E,0.7,12
0037,09:18:03 08/17/2023, CCI, 67.1,46 55.84149N,017 39.31593E,0.7,12
0038,09:18:09 08/17/2023, CCI,  3.1,46 55.84160N,017 39.31545E,0.7,12
0039,09:18:14 08/17/2023, CCI, 14.9,46 55.84145N,017 39.31527E,0.7,12
0040,09:18:18 08/17/2023, CCI, 13.1,46 55.84151N,017 39.31567E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,09:19:09 08/17/2023, CCI, 13.4,46 55.85328N,017 39.33556E,0.7,12
0002,09:19:15 08/17/2023, CCI, 20.7,46 55.85342N,017 39.33505E,0.7,12
0003,09:19:21 08/17/2023, CCI, 18.1,46 55.85324N,017 39.33517E,0.7,12
0004,09:19:26 08/17/2023, CCI, 16.4,46 55.85302N,017 39.33570E,0.7,12
0005,09:19:30 08/17/2023, CCI,  9.4,46 55.85316N,017 39.33580E,0.7,12
0006,09:19:32 08/17/2023, CCI, 22.3,46 55.85307N,017 39.33631E,0.7,12
0007,09:19:40 08/17/2023, CCI, 11.1,46 55.85337N,017 39.33685E,0.7,12
0008,09:19:47 08/17/2023, CCI, 19.0,46 55.85353N,017 39.33675E,0.7,12
0009,09:19:54 08/17/2023, CCI, 11.0,46 55.85354N,017 39.33679E,0.7,12
0010,09:19:58 08/17/2023, CCI, 20.2,46 55.85283N,017 39.33775E,0.7,12
0011,09:20:02 08/17/2023, CCI, 18.3,46 55.85245N,017 39.33797E,0.7,12
0012,09:20:18 08/17/2023, CCI,  9.2,46 55.85192N,017 39.33792E,0.7,12
0013,09:20:22 08/17/2023, CCI, 19.2,46 55.85162N,017 39.33793E,0.7,12
0014,09:20:27 08/17/2023, CCI, 21.0,46 55.85158N,017 39.33843E,0.7,12
0015,09:20:33 08/17/2023, CCI, 18.1,46 55.85163N,017 39.33876E,0.7,12
0016,09:20:39 08/17/2023, CCI, 18.5,46 55.85179N,017 39.33910E,0.7,12
0017,09:20:46 08/17/2023, CCI, 19.2,46 55.85120N,017 39.33993E,0.7,12
0018,09:20:51 08/17/2023, CCI, 14.4,46 55.85120N,017 39.33993E,0.7,12
0019,09:20:52 08/17/2023, CCI, 16.9,46 55.85111N,017 39.33972E,0.7,12
0020,09:20:58 08/17/2023, CCI, 19.0,46 55.85128N,017 39.33925E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,09:21:12 08/17/2023, CCI, 18.5,46 55.85133N,017 39.33803E,0.7,12
0002,09:21:19 08/17/2023, CCI, 28.2,46 55.85128N,017 39.33802E,0.7,12
0003,09:21:30 08/17/2023, CCI, 36.8,46 55.85195N,017 39.33804E,0.7,12
0004,09:21:33 08/17/2023, CCI, 23.1,46 55.85190N,017 39.33764E,0.7,12
0005,09:21:36 08/17/2023, CCI, 24.2,46 55.85183N,017 39.33821E,0.7,12
0006,09:21:39 08/17/2023, CCI, 21.6,46 55.85189N,017 39.33841E,0.7,12
0007,09:21:44 08/17/2023, CCI, 27.0,46 55.85189N,017 39.33841E,0.7,12
0008,09:21:49 08/17/2023, CCI, 10.3,46 55.85169N,017 39.33828E,0.7,12
0009,09:21:54 08/17/2023, CCI, 22.5,46 55.85112N,017 39.33809E,0.7,12
0010,09:22:01 08/17/2023, CCI, 40.2,46 55.85075N,017 39.33843E,0.7,12
0011,09:22:08 08/17/2023, CCI, 14.6,46 55.85191N,017 39.33906E,0.7,12
0012,09:22:15 08/17/2023, CCI, 14.2,46 55.85103N,017 39.33888E,0.7,12
0013,09:22:24 08/17/2023, CCI, 20.7,46 55.85112N,017 39.33891E,0.7,12
0014,09:22:32 08/17/2023, CCI, 28.4,46 55.85204N,017 39.33803E,0.7,12
0015,09:22:39 08/17/2023, CCI, 34.2,46 55.85190N,017 39.33800E,0.7,12
0016,09:22:44 08/17/2023, CCI,  9.3,46 55.85235N,017 39.33719E,0.7,12
0017,09:22:48 08/17/2023, CCI, 25.5,46 55.85305N,017 39.33785E,0.7,12
0018,09:22:57 08/17/2023, CCI, 15.1,46 55.85330N,017 39.33805E,0.7,12
0019,09:23:03 08/17/2023, CCI, 18.1,46 55.85314N,017 39.33753E,0.7,12
0020,09:23:08 08/17/2023, CCI, 60.8,46 55.85319N,017 39.33803E,0.7,12
