Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:33:28 05/09/2023, CCI, 51.8,46 54.73638N,017 41.85547E,3.2,05
0002,10:33:37 05/09/2023, CCI, 15.5,46 54.73564N,017 41.85542E,3.2,05
0003,10:33:46 05/09/2023, CCI,  4.0,46 54.73806N,017 41.85479E,3.2,05
0004,10:33:53 05/09/2023, CCI,  5.3,46 54.73946N,017 41.85331E,3.2,05
0005,10:34:07 05/09/2023, CCI,  5.7,46 54.73530N,017 41.85036E,3.2,05
0006,10:34:15 05/09/2023, CCI, 36.1,46 54.72974N,017 41.84117E,3.1,05
0007,10:34:26 05/09/2023, CCI,  2.3,46 54.72815N,017 41.83997E,3.1,05
0008,10:34:35 05/09/2023, CCI, 26.4,46 54.72902N,017 41.84213E,7.6,04
0009,10:34:41 05/09/2023, CCI,  9.8,46 54.72381N,017 41.84123E,3.1,05
0010,10:34:50 05/09/2023, CCI,  2.9,46 54.72523N,017 41.84335E,3.0,05
0011,10:35:02 05/09/2023, CCI,  4.2,46 54.72787N,017 41.84565E,7.3,04
0012,10:35:07 05/09/2023, CCI, 19.1,46 54.72834N,017 41.84761E,3.0,05
0013,10:35:22 05/09/2023, CCI, 34.1,46 54.73156N,017 41.85115E,3.0,05
0014,10:35:34 05/09/2023, CCI,  2.1,46 54.73224N,017 41.85166E,2.9,05
0015,10:35:43 05/09/2023, CCI,  2.5,46 54.73222N,017 41.84939E,2.9,05
0016,10:35:58 05/09/2023, CCI, 17.8,46 54.73420N,017 41.84971E,2.9,05
0017,10:36:05 05/09/2023, CCI, 18.7,46 54.73355N,017 41.85013E,2.9,05
0018,10:36:13 05/09/2023, CCI, 19.2,46 54.73164N,017 41.84829E,6.7,04
0019,10:36:22 05/09/2023, CCI, 17.8,46 54.73301N,017 41.85057E,2.9,05
0020,10:36:46 05/09/2023, CCI,  6.1,46 54.73533N,017 41.85276E,2.8,05
0021,10:37:02 05/09/2023, CCI,  6.8,46 54.74106N,017 41.85251E,2.8,05
0022,10:37:10 05/09/2023, CCI, 16.2,46 54.73904N,017 41.85121E,2.8,05
0023,10:37:19 05/09/2023, CCI, 50.6,46 54.73971N,017 41.84962E,2.7,05
0024,10:37:28 05/09/2023, CCI, 13.3,46 54.73994N,017 41.85104E,2.7,05
0025,10:38:51 05/09/2023, CCI, 12.0,46 54.73919N,017 41.85067E,2.7,05
0026,10:38:59 05/09/2023, CCI, 30.5,46 54.73252N,017 41.80703E,2.6,05
0027,10:39:05 05/09/2023, CCI,  2.9,46 54.73229N,017 41.80729E,2.6,05
0028,10:39:23 05/09/2023, CCI, 17.4,46 54.73269N,017 41.80756E,2.5,05
0029,10:39:30 05/09/2023, CCI, 13.2,46 54.73446N,017 41.80740E,2.5,05
0030,10:39:40 05/09/2023, CCI,  4.1,46 54.73473N,017 41.80662E,2.5,05
0031,10:39:45 05/09/2023, CCI,  2.3,46 54.73338N,017 41.80501E,2.5,05
0032,10:39:50 05/09/2023, CCI,  6.6,46 54.73372N,017 41.80471E,2.5,05
0033,10:39:56 05/09/2023, CCI, 13.3,46 54.73355N,017 41.80455E,2.5,05
0034,10:40:18 05/09/2023, CCI,  4.1,46 54.73432N,017 41.80472E,2.5,05
0035,10:40:32 05/09/2023, CCI,  1.8,46 54.73274N,017 41.80056E,2.4,05
0036,10:40:54 05/09/2023, CCI,  3.7,46 54.73099N,017 41.79767E,2.4,05
0037,10:41:05 05/09/2023, CCI,  4.9,46 54.73123N,017 41.79968E,2.4,05
0038,10:41:13 05/09/2023, CCI,  9.5,46 54.73194N,017 41.80070E,2.4,05
0039,10:41:24 05/09/2023, CCI,  2.6,46 54.73188N,017 41.80036E,2.4,05
0040,10:41:57 05/09/2023, CCI,  4.3,46 54.73265N,017 41.80248E,2.4,05
0041,10:42:10 05/09/2023, CCI,  2.7,46 54.73133N,017 41.80013E,8.1,04
0042,10:42:19 05/09/2023, CCI,  3.9,46 54.73121N,017 41.80058E,1.2,06
0043,10:42:33 05/09/2023, CCI,  5.2,46 54.73145N,017 41.80129E,1.2,06
0044,10:42:38 05/09/2023, CCI,  2.1,46 54.73101N,017 41.80208E,1.2,06
0045,10:42:43 05/09/2023, CCI,  9.4,46 54.73089N,017 41.80265E,1.2,06
0046,10:42:55 05/09/2023, CCI,  2.3,46 54.73098N,017 41.80316E,1.2,06
0047,10:43:06 05/09/2023, CCI,  1.7,46 54.73130N,017 41.80219E,1.2,06
0048,10:43:14 05/09/2023, CCI,  3.0,46 54.73117N,017 41.80144E,1.2,06
0049,10:43:19 05/09/2023, CCI,  2.8,46 54.73101N,017 41.80278E,1.1,07
0050,10:46:15 05/09/2023, CCI,  2.1,46 54.73132N,017 41.80138E,1.1,07
0051,10:46:20 05/09/2023, CCI, 15.2,46 54.76452N,017 41.83017E,1.0,08
0052,10:46:29 05/09/2023, CCI, 11.0,46 54.76497N,017 41.82923E,1.0,08
0053,10:46:53 05/09/2023, CCI, 13.8,46 54.76566N,017 41.82946E,1.6,07
0054,10:46:59 05/09/2023, CCI, 22.1,46 54.76733N,017 41.82920E,1.6,08
0055,10:47:12 05/09/2023, CCI,  9.0,46 54.76688N,017 41.82924E,1.6,08
0056,10:47:18 05/09/2023, CCI,  7.2,46 54.76606N,017 41.82915E,1.6,07
0057,10:47:22 05/09/2023, CCI,  7.8,46 54.76641N,017 41.83064E,1.6,08
0058,10:47:31 05/09/2023, CCI,  7.3,46 54.76654N,017 41.83086E,1.0,07
0059,10:47:35 05/09/2023, CCI,  9.9,46 54.76957N,017 41.83141E,1.0,08
0060,10:47:39 05/09/2023, CCI, 12.9,46 54.77072N,017 41.83219E,1.0,08
0061,10:47:46 05/09/2023, CCI,  7.8,46 54.76934N,017 41.83292E,1.0,08
0062,10:47:52 05/09/2023, CCI,  8.4,46 54.76853N,017 41.83242E,1.0,08
0063,10:47:58 05/09/2023, CCI,  8.0,46 54.76677N,017 41.83339E,1.6,07
0064,10:48:09 05/09/2023, CCI,  8.1,46 54.76755N,017 41.83283E,1.6,08
0065,10:48:24 05/09/2023, CCI,  9.0,46 54.76771N,017 41.83222E,1.6,07
0066,10:48:30 05/09/2023, CCI,  9.9,46 54.76575N,017 41.83169E,1.0,08
0067,10:48:37 05/09/2023, CCI,  7.0,46 54.76680N,017 41.83124E,1.0,08
0068,10:48:42 05/09/2023, CCI,  8.3,46 54.76784N,017 41.83263E,1.0,08
0069,10:48:49 05/09/2023, CCI,  8.8,46 54.76823N,017 41.83296E,1.6,07
0070,10:50:07 05/09/2023, CCI, 13.6,46 54.76931N,017 41.83382E,1.0,08
0071,10:50:19 05/09/2023, CCI,  9.3,46 54.77289N,017 41.81218E,1.0,08
0072,10:50:24 05/09/2023, CCI, 11.7,46 54.77356N,017 41.81095E,1.0,08
0073,10:50:46 05/09/2023, CCI,  6.6,46 54.77321N,017 41.80556E,1.0,08
0074,10:51:07 05/09/2023, CCI,  8.9,46 54.77386N,017 41.80526E,1.7,06
0075,10:51:29 05/09/2023, CCI, 10.3,46 54.77042N,017 41.80398E,1.0,08
0076,10:51:36 05/09/2023, CCI, 11.8,46 54.77247N,017 41.80951E,1.0,08
0077,10:51:40 05/09/2023, CCI, 14.0,46 54.77131N,017 41.80907E,1.0,08
0078,10:51:46 05/09/2023, CCI, 12.4,46 54.77293N,017 41.80884E,1.0,08
0079,10:52:31 05/09/2023, CCI,  7.8,46 54.77338N,017 41.80833E,1.0,08
0080,10:52:40 05/09/2023, CCI,  6.9,46 54.77302N,017 41.80971E,1.0,08
0081,10:52:47 05/09/2023, CCI, 15.1,46 54.77134N,017 41.80840E,1.0,08
0082,10:52:52 05/09/2023, CCI, 13.8,46 54.77191N,017 41.80675E,1.0,08
0083,10:52:59 05/09/2023, CCI, 12.2,46 54.77092N,017 41.80430E,1.0,08
0084,10:53:05 05/09/2023, CCI, 14.6,46 54.76909N,017 41.80261E,1.0,08
0085,10:53:11 05/09/2023, CCI, 13.9,46 54.76941N,017 41.80181E,1.0,08
0086,10:53:22 05/09/2023, CCI, 17.4,46 54.76882N,017 41.80294E,1.0,08
0087,10:53:28 05/09/2023, CCI, 16.4,46 54.76829N,017 41.80301E,1.0,08
0088,10:53:36 05/09/2023, CCI, 15.7,46 54.76991N,017 41.80359E,1.0,08
0089,10:53:42 05/09/2023, CCI, 16.2,46 54.76933N,017 41.80453E,1.0,08
0090,10:55:14 05/09/2023, CCI, 12.1,46 54.76850N,017 41.80253E,1.0,08
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,12:24:11 05/09/2023, CCI, 40.2,----.------,-----.------,-.-,--
0002,12:24:46 05/09/2023, CCI, 15.5,----.------,-----.------,-.-,--
0003,12:25:07 05/09/2023, CCI, 35.1,----.------,-----.------,-.-,--
0004,12:25:28 05/09/2023, CCI, 10.4,----.------,-----.------,-.-,--
0005,12:25:34 05/09/2023, CCI, 37.7,----.------,-----.------,-.-,--
0006,12:25:39 05/09/2023, CCI, 41.3,46 55.60084N,017 40.93346E,2.3,05
0007,12:25:56 05/09/2023, CCI, 38.8,46 55.59903N,017 40.93315E,2.3,05
0008,12:26:05 05/09/2023, CCI,  8.0,46 55.59935N,017 40.93097E,1.4,06
0009,12:26:10 05/09/2023, CCI,  7.2,46 55.59870N,017 40.93147E,3.3,05
0010,12:26:27 05/09/2023, CCI, 30.2,46 55.59907N,017 40.93177E,3.3,05
0011,12:26:31 05/09/2023, CCI,  7.4,46 55.59981N,017 40.93082E,1.4,07
0012,12:26:48 05/09/2023, CCI, 14.2,46 55.60187N,017 40.92979E,1.4,07
0013,12:26:56 05/09/2023, CCI, 30.7,46 55.60047N,017 40.93042E,1.4,07
0014,12:27:13 05/09/2023, CCI, 40.3,46 55.59943N,017 40.93123E,1.3,10
0015,12:27:19 05/09/2023, CCI, 41.1,46 55.59879N,017 40.93156E,1.3,10
0016,12:27:28 05/09/2023, CCI, 56.6,46 55.59841N,017 40.93161E,1.3,10
0017,12:27:34 05/09/2023, CCI, 11.2,46 55.59832N,017 40.93187E,1.3,09
0018,12:27:40 05/09/2023, CCI, 37.6,46 55.59830N,017 40.93178E,1.3,10
0019,12:27:52 05/09/2023, CCI, 33.3,46 55.59776N,017 40.93161E,1.3,10
0020,12:28:00 05/09/2023, CCI,  7.7,46 55.59692N,017 40.93311E,1.3,10
0021,12:28:05 05/09/2023, CCI, 45.9,46 55.59667N,017 40.93330E,1.4,09
0022,12:28:19 05/09/2023, CCI, 31.5,46 55.59626N,017 40.93347E,1.3,10
0023,12:28:24 05/09/2023, CCI, 51.8,46 55.59568N,017 40.93317E,1.3,10
0024,12:28:39 05/09/2023, CCI,  3.1,46 55.59591N,017 40.93284E,1.3,10
0025,12:29:52 05/09/2023, CCI, 41.8,46 55.59655N,017 40.93220E,1.3,10
0026,12:30:01 05/09/2023, CCI,  7.9,46 55.57651N,017 40.95670E,0.8,12
0027,12:30:09 05/09/2023, CCI, 36.5,46 55.57600N,017 40.95770E,0.7,12
0028,12:30:19 05/09/2023, CCI, 40.6,46 55.57622N,017 40.95760E,0.7,12
0029,12:30:41 05/09/2023, CCI, 39.6,46 55.57685N,017 40.95758E,0.8,12
0030,12:30:48 05/09/2023, CCI, 29.5,46 55.57628N,017 40.95762E,0.7,12
0031,12:30:56 05/09/2023, CCI, 26.7,46 55.57654N,017 40.95741E,0.7,12
0032,12:31:03 05/09/2023, CCI, 12.1,46 55.57682N,017 40.95747E,0.7,12
0033,12:31:18 05/09/2023, CCI, 31.8,46 55.57668N,017 40.95777E,0.7,12
0034,12:31:35 05/09/2023, CCI,  2.3,46 55.57551N,017 40.95766E,0.7,12
0035,12:31:48 05/09/2023, CCI, 34.2,46 55.57569N,017 40.95725E,0.7,12
0036,12:32:04 05/09/2023, CCI,  3.5,46 55.57589N,017 40.95748E,0.7,12
0037,12:32:21 05/09/2023, CCI, 34.4,46 55.57515N,017 40.95733E,0.7,12
0038,12:32:34 05/09/2023, CCI, 17.0,46 55.57469N,017 40.95787E,0.7,12
0039,12:33:03 05/09/2023, CCI, 33.4,46 55.57555N,017 40.95775E,0.7,12
0040,12:33:07 05/09/2023, CCI, 12.8,46 55.57593N,017 40.95830E,0.7,12
0041,12:33:16 05/09/2023, CCI, 30.4,46 55.57616N,017 40.95853E,0.7,12
0042,12:33:29 05/09/2023, CCI, 29.1,46 55.57504N,017 40.95906E,0.7,12
0043,12:33:34 05/09/2023, CCI, 16.4,46 55.57505N,017 40.95879E,0.7,12
0044,12:34:02 05/09/2023, CCI,  8.9,46 55.57512N,017 40.95856E,0.7,12
0045,12:34:09 05/09/2023, CCI, 17.0,46 55.57491N,017 40.95803E,0.7,12
0046,12:34:25 05/09/2023, CCI, 23.3,46 55.57388N,017 40.95858E,0.7,12
0047,12:34:44 05/09/2023, CCI, 30.8,46 55.57526N,017 40.95930E,0.7,12
0048,12:35:01 05/09/2023, CCI, 39.0,46 55.57511N,017 40.95948E,0.7,12
0049,12:35:06 05/09/2023, CCI,  4.9,46 55.57513N,017 40.95889E,0.7,12
0050,12:35:19 05/09/2023, CCI, 33.1,46 55.57573N,017 40.95869E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:20:42 05/09/2023, CCI,  5.7,46 55.82999N,017 39.27488E,0.8,12
0002,13:20:48 05/09/2023, CCI,  4.6,46 55.82650N,017 39.27607E,0.8,12
0003,13:20:54 05/09/2023, CCI,  8.3,46 55.82625N,017 39.27651E,0.8,12
0004,13:21:00 05/09/2023, CCI,  6.3,46 55.82570N,017 39.27666E,0.8,12
0005,13:21:10 05/09/2023, CCI,  6.6,46 55.82545N,017 39.27625E,0.8,12
0006,13:21:12 05/09/2023, CCI,  5.2,46 55.82474N,017 39.27772E,0.9,11
0007,13:21:20 05/09/2023, CCI,  5.5,46 55.82424N,017 39.27809E,0.9,11
0008,13:21:30 05/09/2023, CCI,  4.8,46 55.82375N,017 39.27856E,0.9,11
0009,13:21:38 05/09/2023, CCI,  6.2,46 55.82359N,017 39.27897E,0.9,10
0010,13:21:49 05/09/2023, CCI,  5.0,46 55.82377N,017 39.27841E,0.9,11
0011,13:21:55 05/09/2023, CCI,  5.2,46 55.82433N,017 39.27824E,0.9,11
0012,13:22:01 05/09/2023, CCI,  7.1,46 55.82411N,017 39.27891E,0.9,11
0013,13:22:08 05/09/2023, CCI,  6.2,46 55.82421N,017 39.27878E,0.9,11
0014,13:22:16 05/09/2023, CCI,  7.0,46 55.82331N,017 39.27925E,0.9,11
0015,13:22:26 05/09/2023, CCI,  4.3,46 55.82314N,017 39.27960E,0.9,11
0016,13:22:35 05/09/2023, CCI,  8.5,46 55.82272N,017 39.27822E,0.9,11
0017,13:22:40 05/09/2023, CCI,  9.0,46 55.82211N,017 39.27849E,0.9,11
0018,13:22:45 05/09/2023, CCI,  6.1,46 55.82164N,017 39.27895E,0.9,11
0019,13:22:50 05/09/2023, CCI,  5.7,46 55.82129N,017 39.27901E,0.9,11
0020,13:22:56 05/09/2023, CCI,  8.5,46 55.82109N,017 39.27880E,0.9,11
0021,13:23:04 05/09/2023, CCI,  4.5,46 55.82038N,017 39.27957E,0.9,11
0022,13:23:10 05/09/2023, CCI, 23.3,46 55.82112N,017 39.27887E,0.9,11
0023,13:23:15 05/09/2023, CCI,  6.7,46 55.82117N,017 39.27880E,0.9,11
0024,13:23:29 05/09/2023, CCI,  5.2,46 55.82165N,017 39.27934E,0.9,11
0025,13:24:38 05/09/2023, CCI, 35.8,46 55.82224N,017 39.27932E,0.9,11
0026,13:24:44 05/09/2023, CCI,  3.7,46 55.84196N,017 39.31026E,0.9,11
0027,13:24:53 05/09/2023, CCI,  5.0,46 55.84308N,017 39.31100E,0.9,11
0028,13:25:02 05/09/2023, CCI,  4.0,46 55.84294N,017 39.31197E,0.9,11
0029,13:25:15 05/09/2023, CCI,  4.8,46 55.84281N,017 39.31169E,0.8,12
0030,13:25:35 05/09/2023, CCI,  4.1,46 55.84020N,017 39.31369E,0.8,12
0031,13:25:43 05/09/2023, CCI,  8.3,46 55.84081N,017 39.31292E,0.8,12
0032,13:25:50 05/09/2023, CCI,  4.2,46 55.84069N,017 39.31291E,0.8,12
0033,13:25:58 05/09/2023, CCI,  5.3,46 55.84064N,017 39.31308E,0.8,12
0034,13:26:10 05/09/2023, CCI,  3.9,46 55.84044N,017 39.31401E,0.8,12
0035,13:26:32 05/09/2023, CCI,  4.1,46 55.84051N,017 39.31420E,0.8,12
0036,13:26:39 05/09/2023, CCI,  5.8,46 55.83991N,017 39.31569E,0.8,12
0037,13:26:46 05/09/2023, CCI,  5.5,46 55.84027N,017 39.31569E,0.8,12
0038,13:26:53 05/09/2023, CCI,  4.3,46 55.84013N,017 39.31628E,0.8,12
0039,13:27:09 05/09/2023, CCI,  4.0,46 55.83994N,017 39.31612E,0.8,12
0040,13:27:25 05/09/2023, CCI,  5.7,46 55.84167N,017 39.31701E,0.8,12
0041,13:27:35 05/09/2023, CCI,  7.2,46 55.84211N,017 39.31770E,0.8,12
0042,13:27:42 05/09/2023, CCI,  4.9,46 55.84129N,017 39.31693E,0.8,12
0043,13:27:48 05/09/2023, CCI,  5.6,46 55.84129N,017 39.31645E,0.8,12
0044,13:28:15 05/09/2023, CCI,  4.2,46 55.84138N,017 39.31540E,0.8,12
0045,13:28:28 05/09/2023, CCI,  4.7,46 55.84082N,017 39.31525E,0.9,11
0046,13:28:35 05/09/2023, CCI,  7.2,46 55.83992N,017 39.31471E,0.8,12
0047,13:28:41 05/09/2023, CCI,  3.7,46 55.83916N,017 39.31469E,0.8,12
0048,13:28:48 05/09/2023, CCI,  4.1,46 55.83929N,017 39.31510E,0.8,12
0049,13:28:54 05/09/2023, CCI,  4.3,46 55.83976N,017 39.31452E,0.8,12
0050,13:30:33 05/09/2023, CCI,  3.4,46 55.83990N,017 39.31405E,0.8,12
0051,13:30:41 05/09/2023, CCI,  4.0,46 55.85451N,017 39.33574E,0.7,12
0052,13:30:46 05/09/2023, CCI,  6.9,46 55.85443N,017 39.33556E,0.7,12
0053,13:30:56 05/09/2023, CCI,  5.2,46 55.85400N,017 39.33589E,0.7,12
0054,13:31:21 05/09/2023, CCI,  5.0,46 55.85362N,017 39.33549E,0.7,12
0055,13:31:27 05/09/2023, CCI,  6.5,46 55.85361N,017 39.33613E,0.7,12
0056,13:31:34 05/09/2023, CCI,  4.8,46 55.85331N,017 39.33632E,0.7,12
0057,13:31:55 05/09/2023, CCI,  4.6,46 55.85261N,017 39.33663E,0.7,12
0058,13:32:02 05/09/2023, CCI,  4.3,46 55.85121N,017 39.33796E,0.7,12
0059,13:32:07 05/09/2023, CCI,  3.9,46 55.85140N,017 39.33832E,0.7,12
0060,13:32:12 05/09/2023, CCI,  3.3,46 55.85112N,017 39.33820E,0.7,12
0061,13:32:19 05/09/2023, CCI,  5.8,46 55.85082N,017 39.33788E,0.7,12
0062,13:32:24 05/09/2023, CCI,  6.8,46 55.85062N,017 39.33774E,0.7,12
0063,13:32:32 05/09/2023, CCI,  6.2,46 55.85066N,017 39.33731E,0.7,12
0064,13:32:37 05/09/2023, CCI,  3.4,46 55.85040N,017 39.33807E,0.7,12
0065,13:32:44 05/09/2023, CCI,  4.2,46 55.85075N,017 39.33792E,0.7,12
0066,13:32:51 05/09/2023, CCI,  3.8,46 55.85050N,017 39.33830E,0.7,12
0067,13:33:00 05/09/2023, CCI,  4.2,46 55.85033N,017 39.33837E,0.7,12
0068,13:33:06 05/09/2023, CCI,  4.1,46 55.85008N,017 39.33823E,0.7,12
0069,13:33:13 05/09/2023, CCI,  3.8,46 55.85036N,017 39.33838E,0.7,12
0070,13:33:21 05/09/2023, CCI,  6.8,46 55.85003N,017 39.33860E,0.7,12
0071,13:33:26 05/09/2023, CCI,  5.3,46 55.84983N,017 39.33889E,0.7,12
0072,13:33:36 05/09/2023, CCI,  4.1,46 55.84933N,017 39.33921E,0.7,12
0073,13:33:41 05/09/2023, CCI,  3.3,46 55.84912N,017 39.33961E,0.7,12
0074,13:33:47 05/09/2023, CCI,  4.0,46 55.84869N,017 39.33975E,0.7,12
0075,13:34:32 05/09/2023, CCI,  4.6,46 55.84844N,017 39.33984E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,14:01:27 05/09/2023, CCI,  5.5,46 55.55919N,017 39.41745E,0.7,12
0002,14:01:34 05/09/2023, CCI,  6.9,46 55.55781N,017 39.41679E,0.7,12
0003,14:01:44 05/09/2023, CCI,  8.7,46 55.55736N,017 39.41670E,0.7,12
0004,14:01:49 05/09/2023, CCI,  7.9,46 55.55772N,017 39.41581E,0.7,12
0005,14:01:55 05/09/2023, CCI,  5.9,46 55.55727N,017 39.41606E,0.8,12
0006,14:02:06 05/09/2023, CCI,  7.7,46 55.55716N,017 39.41587E,0.8,12
0007,14:02:10 05/09/2023, CCI,  5.6,46 55.55785N,017 39.41607E,0.8,12
0008,14:02:20 05/09/2023, CCI,  5.6,46 55.55797N,017 39.41610E,0.7,12
0009,14:02:35 05/09/2023, CCI,  3.5,46 55.55809N,017 39.41617E,0.8,12
0010,14:02:40 05/09/2023, CCI,  7.0,46 55.55842N,017 39.41624E,0.7,12
0011,14:02:47 05/09/2023, CCI,  7.8,46 55.55819N,017 39.41651E,0.7,12
0012,14:03:01 05/09/2023, CCI,  5.3,46 55.55818N,017 39.41693E,0.7,12
0013,14:03:09 05/09/2023, CCI,  6.0,46 55.55839N,017 39.41684E,0.7,12
0014,14:03:21 05/09/2023, CCI,  7.1,46 55.55839N,017 39.41644E,0.7,12
0015,14:03:32 05/09/2023, CCI,  6.6,46 55.55838N,017 39.41580E,0.7,12
0016,14:03:37 05/09/2023, CCI,  8.0,46 55.55929N,017 39.41461E,0.7,12
0017,14:03:43 05/09/2023, CCI,  5.7,46 55.55953N,017 39.41472E,0.7,12
0018,14:03:59 05/09/2023, CCI,  3.5,46 55.55965N,017 39.41460E,0.7,12
0019,14:04:03 05/09/2023, CCI,  5.1,46 55.56053N,017 39.41344E,0.8,12
0020,14:04:08 05/09/2023, CCI,  5.2,46 55.56051N,017 39.41355E,0.7,12
0021,14:04:16 05/09/2023, CCI,  3.9,46 55.55998N,017 39.41357E,0.7,12
0022,14:04:28 05/09/2023, CCI,  5.9,46 55.55992N,017 39.41377E,0.8,12
0023,14:04:38 05/09/2023, CCI,  3.6,46 55.56064N,017 39.41455E,0.7,12
0024,14:04:43 05/09/2023, CCI,  3.4,46 55.56091N,017 39.41437E,0.8,12
0025,14:06:02 05/09/2023, CCI,  6.9,46 55.56091N,017 39.41387E,0.8,12
0026,14:06:09 05/09/2023, CCI,  0.4,46 55.57064N,017 39.45486E,0.8,12
0027,14:06:16 05/09/2023, CCI,  4.4,46 55.57057N,017 39.45533E,0.8,12
0028,14:06:22 05/09/2023, CCI,  3.4,46 55.57063N,017 39.45524E,0.8,12
0029,14:06:36 05/09/2023, CCI,  3.4,46 55.57074N,017 39.45561E,0.8,12
0030,14:06:43 05/09/2023, CCI,  5.4,46 55.57069N,017 39.45565E,0.8,12
0031,14:06:52 05/09/2023, CCI,  4.2,46 55.57097N,017 39.45530E,0.8,12
0032,14:06:57 05/09/2023, CCI,  5.9,46 55.57094N,017 39.45485E,0.8,12
0033,14:07:03 05/09/2023, CCI,  5.9,46 55.57080N,017 39.45473E,0.8,12
0034,14:07:13 05/09/2023, CCI,  5.7,46 55.57091N,017 39.45488E,0.8,12
0035,14:07:17 05/09/2023, CCI,  5.0,46 55.57105N,017 39.45500E,0.8,12
