Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0014,09:26:37 08/03/2023, CCI, 15.8,46 55.85028N,017 39.33741E,0.9,11
0015,09:26:45 08/03/2023, CCI, 19.9,46 55.85059N,017 39.33747E,0.9,11
0016,09:26:48 08/03/2023, CCI, 18.8,46 55.85027N,017 39.33769E,0.9,10
0017,09:26:52 08/03/2023, CCI, 17.0,46 55.85021N,017 39.33763E,0.9,10
0018,09:26:55 08/03/2023, CCI, 15.5,46 55.85042N,017 39.33769E,0.9,11
0019,09:27:03 08/03/2023, CCI, 18.3,46 55.85033N,017 39.33762E,0.9,11
0020,09:27:07 08/03/2023, CCI, 18.9,46 55.85058N,017 39.33730E,0.8,11
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:25:53 08/03/2023, CCI, 23.1,----.------,-----.------,-.-,--
0002,10:25:54 08/03/2023, CCI, 19.5,----.------,-----.------,-.-,--
0003,10:26:04 08/03/2023, CCI, 20.7,----.------,-----.------,-.-,--
0004,10:26:07 08/03/2023, CCI, 17.7,46 55.57082N,017 39.45320E,0.9,11
0005,10:26:13 08/03/2023, CCI, 14.6,46 55.57077N,017 39.45360E,0.9,11
0006,10:26:16 08/03/2023, CCI, 15.1,46 55.57096N,017 39.45486E,0.9,11
0007,10:26:21 08/03/2023, CCI, 15.7,46 55.57084N,017 39.45485E,0.9,11
0008,10:26:23 08/03/2023, CCI, 19.7,46 55.57085N,017 39.45480E,0.9,11
0009,10:26:28 08/03/2023, CCI, 13.4,46 55.57092N,017 39.45347E,0.9,11
0010,10:26:33 08/03/2023, CCI, 13.7,46 55.57092N,017 39.45347E,0.9,11
0011,10:26:36 08/03/2023, CCI, 14.6,46 55.57078N,017 39.45333E,0.9,11
0012,10:26:38 08/03/2023, CCI, 13.6,46 55.57086N,017 39.45311E,0.9,11
0013,10:26:41 08/03/2023, CCI, 12.3,46 55.57086N,017 39.45311E,0.9,11
0014,10:26:49 08/03/2023, CCI, 17.9,46 55.57086N,017 39.45311E,0.9,11
0015,10:26:53 08/03/2023, CCI, 10.9,46 55.57048N,017 39.45347E,0.9,10
0016,10:26:56 08/03/2023, CCI, 18.1,46 55.57079N,017 39.45313E,1.5,10
0017,10:27:03 08/03/2023, CCI, 13.3,46 55.57141N,017 39.45261E,0.9,11
0018,10:27:04 08/03/2023, CCI, 21.0,46 55.57221N,017 39.45205E,0.9,10
0019,10:27:10 08/03/2023, CCI, 14.9,46 55.57226N,017 39.45204E,0.9,10
0020,10:27:14 08/03/2023, CCI, 12.5,46 55.57230N,017 39.45293E,0.9,11
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:31:08 08/03/2023, CCI, 16.4,46 55.56195N,017 39.41754E,0.7,12
0002,10:31:16 08/03/2023, CCI, 20.7,46 55.56210N,017 39.41761E,0.7,12
0003,10:31:18 08/03/2023, CCI, 25.6,46 55.56233N,017 39.41771E,0.7,12
0004,10:31:23 08/03/2023, CCI, 21.0,46 55.56240N,017 39.41788E,0.7,12
0005,10:31:28 08/03/2023, CCI, 13.9,46 55.56242N,017 39.41790E,0.7,12
0006,10:31:31 08/03/2023, CCI, 11.1,46 55.56242N,017 39.41790E,0.7,12
0007,10:31:36 08/03/2023, CCI, 11.1,46 55.56239N,017 39.41752E,0.7,12
0008,10:31:43 08/03/2023, CCI, 17.0,46 55.56216N,017 39.41751E,0.7,12
0009,10:31:51 08/03/2023, CCI, 11.5,46 55.56222N,017 39.41773E,0.7,12
0010,10:31:53 08/03/2023, CCI, 19.3,46 55.56188N,017 39.41740E,0.7,12
0011,10:31:59 08/03/2023, CCI, 18.9,46 55.56200N,017 39.41747E,0.7,12
0012,10:32:08 08/03/2023, CCI, 13.0,46 55.56209N,017 39.41764E,0.7,12
0013,10:32:11 08/03/2023, CCI, 21.8,46 55.56233N,017 39.41759E,0.7,12
0014,10:32:14 08/03/2023, CCI, 21.7,46 55.56263N,017 39.41752E,0.7,12
0015,10:32:16 08/03/2023, CCI, 24.3,46 55.56253N,017 39.41738E,0.7,12
0016,10:32:20 08/03/2023, CCI, 23.8,46 55.56226N,017 39.41705E,0.7,12
0017,10:32:23 08/03/2023, CCI, 19.3,46 55.56226N,017 39.41705E,0.7,12
0018,10:32:30 08/03/2023, CCI, 20.7,46 55.56214N,017 39.41732E,0.7,12
0019,10:32:34 08/03/2023, CCI, 18.8,46 55.56165N,017 39.41755E,0.7,12
0020,10:32:38 08/03/2023, CCI, 14.6,46 55.56137N,017 39.41757E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:36:35 08/03/2023, CCI, 18.8,46 55.57525N,017 39.48368E,0.6,12
0002,10:36:39 08/03/2023, CCI, 20.7,46 55.57518N,017 39.48342E,0.6,12
0003,10:36:44 08/03/2023, CCI, 19.9,46 55.57532N,017 39.48334E,0.6,12
0004,10:36:48 08/03/2023, CCI, 15.3,46 55.57536N,017 39.48337E,0.6,12
0005,10:36:52 08/03/2023, CCI, 18.1,46 55.57544N,017 39.48323E,0.6,12
0006,10:36:53 08/03/2023, CCI, 17.8,46 55.57570N,017 39.48338E,0.6,12
0007,10:36:57 08/03/2023, CCI, 21.4,46 55.57570N,017 39.48338E,0.6,12
0008,10:37:02 08/03/2023, CCI, 19.6,46 55.57570N,017 39.48338E,0.6,12
0009,10:37:04 08/03/2023, CCI, 19.0,46 55.57546N,017 39.48367E,0.7,12
0010,10:37:10 08/03/2023, CCI, 19.1,46 55.57538N,017 39.48380E,0.7,12
0011,10:37:16 08/03/2023, CCI, 21.7,46 55.57521N,017 39.48373E,0.6,12
0012,10:37:24 08/03/2023, CCI, 18.3,46 55.57452N,017 39.48331E,0.7,12
0013,10:37:28 08/03/2023, CCI, 17.2,46 55.57388N,017 39.48320E,0.7,12
0014,10:37:29 08/03/2023, CCI, 19.3,46 55.57373N,017 39.48318E,0.7,12
0015,10:37:36 08/03/2023, CCI, 16.5,46 55.57373N,017 39.48318E,0.7,12
0016,10:37:39 08/03/2023, CCI, 19.0,46 55.57333N,017 39.48268E,0.6,12
0017,10:37:41 08/03/2023, CCI, 17.3,46 55.57346N,017 39.48286E,0.6,12
0018,10:37:46 08/03/2023, CCI, 12.7,46 55.57346N,017 39.48286E,0.6,12
0019,10:37:48 08/03/2023, CCI, 13.6,46 55.57356N,017 39.48314E,0.7,12
0020,10:37:56 08/03/2023, CCI, 16.3,46 55.57376N,017 39.48325E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,12:44:01 08/03/2023, CCI, 18.2,----.------,-----.------,-.-,--
0002,12:44:03 08/03/2023, CCI, 90.0,46 55.60052N,017 40.92287E,3.7,06
0003,12:44:07 08/03/2023, CCI, 13.6,46 55.60052N,017 40.92287E,3.7,06
0004,12:44:13 08/03/2023, CCI, 68.3,46 55.59671N,017 40.93297E,3.7,06
0005,12:44:20 08/03/2023, CCI, 19.4,46 55.59552N,017 40.93367E,3.7,06
0006,12:44:24 08/03/2023, CCI, 19.5,46 55.59468N,017 40.93523E,3.7,06
0007,12:44:30 08/03/2023, CCI, 16.1,46 55.59538N,017 40.93402E,3.7,06
0008,12:44:39 08/03/2023, CCI, 82.3,46 55.59343N,017 40.93727E,3.8,06
0009,12:44:41 08/03/2023, CCI, 31.7,46 55.59308N,017 40.93716E,3.8,05
0010,12:44:48 08/03/2023, CCI, 29.2,46 55.59314N,017 40.93744E,3.8,06
0011,12:44:52 08/03/2023, CCI,  5.8,46 55.59295N,017 40.93856E,2.4,07
0012,12:44:59 08/03/2023, CCI, 12.2,46 55.59231N,017 40.93737E,2.4,07
0013,12:45:13 08/03/2023, CCI, 13.4,46 55.59261N,017 40.93931E,2.4,07
0014,12:45:14 08/03/2023, CCI,  2.0,46 55.59189N,017 40.94151E,2.4,07
0015,12:45:20 08/03/2023, CCI, 12.7,46 55.59178N,017 40.94055E,2.4,07
0016,12:45:26 08/03/2023, CCI, 18.6,46 55.59220N,017 40.94081E,2.4,07
0017,12:45:30 08/03/2023, CCI, 15.8,46 55.59220N,017 40.94081E,2.4,07
0018,12:45:34 08/03/2023, CCI, 17.3,46 55.59220N,017 40.94081E,2.4,07
0019,12:45:38 08/03/2023, CCI, 20.0,46 55.59220N,017 40.94081E,2.4,07
0020,12:46:33 08/03/2023, CCI, 10.1,46 55.59491N,017 40.94301E,0.9,10
0021,12:46:38 08/03/2023, CCI, 10.8,46 55.59491N,017 40.94301E,0.9,10
0022,12:46:52 08/03/2023, CCI, 15.5,46 55.59393N,017 40.94230E,0.9,10
0023,12:47:01 08/03/2023, CCI, 16.3,46 55.59393N,017 40.94230E,0.9,10
0024,12:47:08 08/03/2023, CCI, 17.7,46 55.59377N,017 40.94279E,0.9,10
0025,12:47:10 08/03/2023, CCI, 27.6,46 55.59344N,017 40.94324E,0.9,10
0026,12:47:21 08/03/2023, CCI, 14.4,46 55.59344N,017 40.94324E,0.9,10
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,12:48:09 08/03/2023, CCI, 15.0,46 55.57851N,017 40.95587E,0.9,12
0002,12:48:12 08/03/2023, CCI, 16.5,46 55.57851N,017 40.95587E,0.9,12
0003,12:48:20 08/03/2023, CCI, 16.0,46 55.57851N,017 40.95587E,0.9,12
0004,12:48:25 08/03/2023, CCI, 19.5,46 55.57839N,017 40.95554E,0.8,12
0005,12:48:30 08/03/2023, CCI, 17.1,46 55.57845N,017 40.95531E,0.8,12
0006,12:48:36 08/03/2023, CCI, 16.5,46 55.57842N,017 40.95572E,0.8,12
0007,12:48:41 08/03/2023, CCI, 16.9,46 55.57760N,017 40.95480E,0.8,12
0008,12:48:43 08/03/2023, CCI, 15.8,46 55.57722N,017 40.95422E,0.8,11
0009,12:48:51 08/03/2023, CCI, 13.4,46 55.57722N,017 40.95422E,0.8,11
0010,12:48:54 08/03/2023, CCI, 16.6,46 55.57663N,017 40.95436E,0.8,12
0011,12:49:03 08/03/2023, CCI, 15.8,46 55.57663N,017 40.95436E,0.8,12
0012,12:49:10 08/03/2023, CCI, 15.6,46 55.57633N,017 40.95583E,0.8,12
0013,12:49:13 08/03/2023, CCI, 27.9,46 55.57658N,017 40.95669E,0.8,12
0014,12:49:20 08/03/2023, CCI, 16.3,46 55.57649N,017 40.95670E,0.8,12
0015,12:49:31 08/03/2023, CCI, 16.1,46 55.57727N,017 40.95804E,0.8,12
0016,12:49:35 08/03/2023, CCI, 15.9,46 55.57726N,017 40.95902E,0.8,12
0017,12:50:00 08/03/2023, CCI, 33.8,46 55.57735N,017 40.95931E,0.8,12
0018,12:50:03 08/03/2023, CCI, 16.0,46 55.58003N,017 40.95798E,0.8,12
0019,12:50:07 08/03/2023, CCI, 16.5,46 55.58000N,017 40.95834E,0.8,12
0020,12:50:13 08/03/2023, CCI, 18.6,46 55.57972N,017 40.95856E,0.8,12
0021,12:50:17 08/03/2023, CCI, 19.8,46 55.57970N,017 40.95861E,0.8,12
0022,12:50:20 08/03/2023, CCI, 13.4,46 55.57983N,017 40.95861E,0.8,12
0023,12:50:25 08/03/2023, CCI, 18.5,46 55.57988N,017 40.95886E,0.8,12
0024,12:50:28 08/03/2023, CCI, 16.2,46 55.58016N,017 40.95868E,0.8,12
0025,12:50:32 08/03/2023, CCI, 17.6,46 55.58029N,017 40.95875E,0.8,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:44:36 08/03/2023, CCI, 15.1,----.------,-----.------,-.-,--
0002,13:44:44 08/03/2023, CCI,  1.8,----.------,-----.------,-.-,--
0003,13:45:00 08/03/2023, CCI, 16.5,----.------,-----.------,-.-,--
0004,13:45:10 08/03/2023, CCI,  6.4,----.------,-----.------,-.-,--
0005,13:45:22 08/03/2023, CCI, 14.3,----.------,-----.------,-.-,--
0006,13:45:26 08/03/2023, CCI,  6.6,----.------,-----.------,-.-,--
0007,13:45:38 08/03/2023, CCI, 29.0,46 54.74212N,017 41.83861E,1.1,08
0008,13:45:46 08/03/2023, CCI, 27.8,46 54.74212N,017 41.83861E,1.1,08
0009,13:45:49 08/03/2023, CCI, 13.3,46 54.74551N,017 41.84645E,1.1,08
0010,13:45:53 08/03/2023, CCI, 11.4,46 54.74551N,017 41.84645E,1.1,08
0011,13:46:04 08/03/2023, CCI,  5.6,46 54.74154N,017 41.84262E,3.4,07
0012,13:46:11 08/03/2023, CCI, 29.7,46 54.74116N,017 41.84081E,1.0,09
0013,13:46:17 08/03/2023, CCI, 16.3,46 54.74285N,017 41.84339E,1.0,09
0014,13:46:20 08/03/2023, CCI, 13.4,46 54.74246N,017 41.84334E,1.0,10
0015,13:46:45 08/03/2023, CCI,  3.2,46 54.74290N,017 41.84276E,2.1,09
0016,13:46:50 08/03/2023, CCI, 12.0,46 54.74106N,017 41.84258E,1.0,10
0017,13:46:56 08/03/2023, CCI, 11.0,46 54.74139N,017 41.84372E,1.0,10
0018,13:47:02 08/03/2023, CCI,  9.7,46 54.74015N,017 41.84202E,2.1,09
0019,13:47:14 08/03/2023, CCI, 33.6,46 54.73979N,017 41.84301E,1.0,09
0020,13:47:21 08/03/2023, CCI, 10.8,46 54.73795N,017 41.83944E,1.0,10
0021,13:47:28 08/03/2023, CCI, 10.2,46 54.73908N,017 41.84208E,1.0,10
0022,13:47:36 08/03/2023, CCI, 23.1,46 54.74012N,017 41.84347E,2.1,09
0023,13:47:42 08/03/2023, CCI, 17.5,46 54.74115N,017 41.84446E,1.0,10
0024,13:47:52 08/03/2023, CCI,  9.7,46 54.74121N,017 41.84534E,1.0,10
0025,13:47:54 08/03/2023, CCI, 23.8,46 54.74249N,017 41.84744E,1.0,10
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:48:45 08/03/2023, CCI, 12.6,46 54.73518N,017 41.80952E,0.8,12
0002,13:48:50 08/03/2023, CCI, 12.2,46 54.73500N,017 41.80943E,0.8,12
0003,13:48:58 08/03/2023, CCI, 19.7,46 54.73532N,017 41.80912E,0.9,11
0004,13:49:19 08/03/2023, CCI, 23.6,46 54.73539N,017 41.80852E,0.8,12
0005,13:49:25 08/03/2023, CCI, 20.7,46 54.73501N,017 41.80910E,0.8,12
0006,13:49:27 08/03/2023, CCI, 12.3,46 54.73466N,017 41.80969E,0.8,12
0007,13:49:37 08/03/2023, CCI, 11.7,46 54.73331N,017 41.80939E,0.9,12
0008,13:49:49 08/03/2023, CCI, 12.9,46 54.73319N,017 41.80813E,0.9,12
0009,13:50:03 08/03/2023, CCI, 31.9,46 54.73265N,017 41.80962E,0.9,12
0010,13:50:25 08/03/2023, CCI, 23.7,46 54.73203N,017 41.80875E,0.9,11
0011,13:50:33 08/03/2023, CCI, 13.6,46 54.73181N,017 41.80917E,0.9,12
0012,13:50:42 08/03/2023, CCI, 13.4,46 54.73179N,017 41.80965E,0.9,12
0013,13:50:50 08/03/2023, CCI, 13.3,46 54.73203N,017 41.80871E,0.9,12
0014,13:51:04 08/03/2023, CCI, 14.1,46 54.73193N,017 41.80774E,0.9,11
0015,13:51:14 08/03/2023, CCI, 11.9,46 54.73201N,017 41.80668E,0.9,12
0016,13:51:27 08/03/2023, CCI, 13.4,46 54.73167N,017 41.80632E,0.9,12
0017,13:51:34 08/03/2023, CCI, 10.6,46 54.73149N,017 41.80582E,0.9,12
0018,13:51:41 08/03/2023, CCI, 15.1,46 54.73173N,017 41.80477E,0.9,12
0019,13:51:51 08/03/2023, CCI, 16.1,46 54.73247N,017 41.80460E,0.9,12
0020,13:52:02 08/03/2023, CCI, 13.5,46 54.73198N,017 41.80554E,0.9,12
0021,13:52:11 08/03/2023, CCI, 24.5,46 54.73213N,017 41.80409E,0.9,12
0022,13:52:22 08/03/2023, CCI, 43.5,46 54.73228N,017 41.80401E,0.9,12
0023,13:52:38 08/03/2023, CCI, 55.6,46 54.73222N,017 41.80417E,0.9,12
0024,13:52:46 08/03/2023, CCI,  9.0,46 54.73185N,017 41.80386E,0.9,12
0025,13:52:51 08/03/2023, CCI, 12.6,46 54.73206N,017 41.80353E,0.9,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:54:53 08/03/2023, CCI, 16.1,46 54.76844N,017 41.83546E,0.8,12
0002,13:54:58 08/03/2023, CCI, 15.7,46 54.76874N,017 41.83581E,0.8,12
0003,13:55:06 08/03/2023, CCI, 37.5,46 54.76889N,017 41.83684E,0.7,12
0004,13:55:11 08/03/2023, CCI, 58.3,46 54.76921N,017 41.83851E,0.7,12
0005,13:55:18 08/03/2023, CCI, 27.0,46 54.76950N,017 41.83811E,0.7,12
0006,13:55:25 08/03/2023, CCI, 31.2,46 54.77034N,017 41.83565E,0.7,12
0007,13:55:29 08/03/2023, CCI, 16.3,46 54.77050N,017 41.83398E,0.7,12
0008,13:55:33 08/03/2023, CCI, 18.6,46 54.77006N,017 41.83468E,0.8,12
0009,13:55:37 08/03/2023, CCI, 20.1,46 54.76923N,017 41.83294E,0.7,12
0010,13:55:52 08/03/2023, CCI, 17.6,46 54.76931N,017 41.83257E,0.8,12
0011,13:55:57 08/03/2023, CCI, 30.2,46 54.77029N,017 41.83023E,0.7,12
0012,13:56:01 08/03/2023, CCI, 26.0,46 54.76985N,017 41.82926E,0.7,12
0013,13:56:07 08/03/2023, CCI, 24.0,46 54.76964N,017 41.82944E,0.7,12
0014,13:56:13 08/03/2023, CCI, 23.7,46 54.76947N,017 41.82846E,0.7,12
0015,13:56:19 08/03/2023, CCI, 14.8,46 54.76890N,017 41.82835E,0.7,12
0016,13:56:21 08/03/2023, CCI, 28.2,46 54.76941N,017 41.83042E,0.7,12
0017,13:56:30 08/03/2023, CCI, 31.9,46 54.77072N,017 41.83138E,0.7,12
0018,13:56:36 08/03/2023, CCI, 30.1,46 54.77114N,017 41.83207E,0.8,12
0019,13:56:42 08/03/2023, CCI, 29.8,46 54.77117N,017 41.83318E,0.7,12
0020,13:56:47 08/03/2023, CCI, 30.2,46 54.77122N,017 41.83431E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,13:58:17 08/03/2023, CCI, 15.8,46 54.77558N,017 41.81474E,0.7,12
0002,13:58:23 08/03/2023, CCI, 19.3,46 54.77583N,017 41.81482E,0.7,12
0003,13:58:31 08/03/2023, CCI, 21.6,46 54.77582N,017 41.81244E,0.7,12
0004,13:58:37 08/03/2023, CCI, 15.1,46 54.77548N,017 41.81117E,0.7,12
0005,13:58:47 08/03/2023, CCI, 14.5,46 54.77547N,017 41.81179E,0.7,12
0006,13:58:54 08/03/2023, CCI,  9.3,46 54.77550N,017 41.81217E,0.7,12
0007,13:59:00 08/03/2023, CCI, 25.6,46 54.77637N,017 41.81218E,0.7,12
0008,13:59:07 08/03/2023, CCI, 27.7,46 54.77662N,017 41.81177E,0.8,12
0009,13:59:11 08/03/2023, CCI, 23.4,46 54.77640N,017 41.81157E,0.8,12
0010,13:59:30 08/03/2023, CCI, 17.0,46 54.77631N,017 41.81175E,0.8,12
0011,13:59:34 08/03/2023, CCI, 18.4,46 54.77532N,017 41.81140E,0.8,12
0012,13:59:39 08/03/2023, CCI,  7.0,46 54.77566N,017 41.81181E,0.7,12
0013,13:59:46 08/03/2023, CCI, 16.3,46 54.77523N,017 41.81209E,0.9,12
0014,13:59:51 08/03/2023, CCI, 37.9,46 54.77582N,017 41.81215E,0.7,12
0015,13:59:54 08/03/2023, CCI, 31.2,46 54.77639N,017 41.81216E,0.8,12
0016,13:59:59 08/03/2023, CCI, 17.5,46 54.77628N,017 41.81206E,0.8,12
0017,14:00:03 08/03/2023, CCI, 33.5,46 54.77719N,017 41.81277E,0.8,12
0018,14:00:08 08/03/2023, CCI,  4.6,46 54.77745N,017 41.81261E,0.7,12
0019,14:00:12 08/03/2023, CCI,  4.7,46 54.77698N,017 41.81215E,0.9,12
0020,14:00:17 08/03/2023, CCI, 37.5,46 54.77657N,017 41.81201E,0.7,12
