Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0011,13:42:54 07/20/2023, CCI, 16.1,46 55.59566N,017 39.47271E,1.0,12
0012,13:42:57 07/20/2023, CCI,  8.4,46 55.59586N,017 39.47230E,1.0,12
0013,13:43:00 07/20/2023, CCI, 14.6,46 55.59613N,017 39.47186E,1.1,11
0014,13:43:04 07/20/2023, CCI,  8.3,46 55.59674N,017 39.47099E,1.0,12
0015,13:43:09 07/20/2023, CCI,  9.7,46 55.59672N,017 39.47139E,1.0,12
0016,13:43:14 07/20/2023, CCI, 10.5,46 55.59708N,017 39.47123E,0.8,12
0017,13:43:17 07/20/2023, CCI, 15.4,46 55.59784N,017 39.47185E,1.0,12
0018,13:43:21 07/20/2023, CCI, 19.3,46 55.59829N,017 39.47059E,1.0,11
0019,13:43:24 07/20/2023, CCI,  7.2,46 55.59856N,017 39.46941E,0.8,12
0020,13:43:33 07/20/2023, CCI,  9.1,46 55.59853N,017 39.46857E,1.1,11
0021,13:43:41 07/20/2023, CCI,102.4,46 55.59757N,017 39.46839E,1.0,12
0022,13:43:46 07/20/2023, CCI, 49.1,46 55.59593N,017 39.46891E,1.0,12
0023,13:43:52 07/20/2023, CCI, 32.1,46 55.59746N,017 39.46770E,1.2,12
0024,13:43:56 07/20/2023, CCI, 13.0,46 55.59590N,017 39.46880E,0.8,12
0025,13:44:03 07/20/2023, CCI, 17.9,46 55.59562N,017 39.47009E,1.1,12
0026,13:44:08 07/20/2023, CCI,  7.4,46 55.59500N,017 39.47142E,1.1,11
0027,13:44:14 07/20/2023, CCI, 20.6,46 55.59508N,017 39.47151E,1.1,11
0028,13:44:17 07/20/2023, CCI, 30.3,46 55.59487N,017 39.47120E,1.1,12
0029,13:44:24 07/20/2023, CCI, 24.4,46 55.59415N,017 39.46939E,1.2,10
0030,13:44:31 07/20/2023, CCI,  1.6,46 55.59463N,017 39.46819E,1.1,09
0031,13:44:36 07/20/2023, CCI, 15.1,46 55.59435N,017 39.46679E,1.5,08
0032,13:44:40 07/20/2023, CCI,  2.5,46 55.59535N,017 39.46702E,1.4,09
0033,13:44:45 07/20/2023, CCI, 19.7,46 55.59585N,017 39.46803E,1.4,09
0034,13:44:49 07/20/2023, CCI, 27.8,46 55.59662N,017 39.47059E,1.3,10
0035,13:44:53 07/20/2023, CCI, 20.9,46 55.59780N,017 39.47142E,1.1,11
0036,13:44:59 07/20/2023, CCI, 21.7,46 55.59815N,017 39.47164E,1.1,11
0037,13:45:06 07/20/2023, CCI, 33.7,46 55.59834N,017 39.47244E,0.8,12
0038,13:45:11 07/20/2023, CCI,  2.5,46 55.59826N,017 39.47205E,0.8,12
0039,13:45:20 07/20/2023, CCI,  1.1,46 55.59903N,017 39.47011E,1.1,11
0040,13:45:24 07/20/2023, CCI, 41.7,46 55.59950N,017 39.46769E,1.1,11
