Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,09:56:05 10/18/2023, CCI, 20.4,46 55.56178N,017 39.41544E,0.6,12
0002,09:56:10 10/18/2023, CCI, 22.9,46 55.56171N,017 39.41536E,0.6,12
0003,09:56:14 10/18/2023, CCI, 16.4,46 55.56167N,017 39.41508E,0.6,12
0004,09:56:23 10/18/2023, CCI,  5.0,46 55.56223N,017 39.41495E,0.6,12
0005,09:56:36 10/18/2023, CCI, 25.9,46 55.56236N,017 39.41462E,0.6,12
0006,09:56:38 10/18/2023, CCI, 21.1,46 55.56243N,017 39.41442E,0.6,12
0007,09:56:51 10/18/2023, CCI, 18.9,46 55.56213N,017 39.41440E,0.6,12
0008,09:56:56 10/18/2023, CCI, 19.7,46 55.56216N,017 39.41475E,0.6,12
0009,09:57:02 10/18/2023, CCI, 19.3,46 55.56211N,017 39.41481E,0.6,12
0010,09:57:18 10/18/2023, CCI, 26.3,46 55.56191N,017 39.41465E,0.6,12
0011,09:57:27 10/18/2023, CCI, 19.3,46 55.56187N,017 39.41475E,0.6,12
0012,09:57:31 10/18/2023, CCI, 25.6,46 55.56230N,017 39.41422E,0.6,12
0013,09:57:36 10/18/2023, CCI, 15.5,46 55.56221N,017 39.41435E,0.7,12
0014,09:57:41 10/18/2023, CCI, 15.2,46 55.56221N,017 39.41467E,0.6,12
0015,09:57:45 10/18/2023, CCI, 22.0,46 55.56214N,017 39.41508E,0.6,12
0016,09:57:54 10/18/2023, CCI, 20.1,46 55.56176N,017 39.41555E,0.6,12
0017,09:57:59 10/18/2023, CCI, 14.8,46 55.56150N,017 39.41574E,0.6,12
0018,09:58:11 10/18/2023, CCI, 20.4,46 55.56189N,017 39.41550E,0.6,12
0019,09:58:17 10/18/2023, CCI, 21.7,46 55.56129N,017 39.41578E,0.6,12
0020,09:59:21 10/18/2023, CCI, 22.0,46 55.56139N,017 39.41525E,0.6,12
0021,09:59:30 10/18/2023, CCI, 21.1,46 55.56229N,017 39.41577E,0.6,12
0022,09:59:44 10/18/2023, CCI, 32.3,46 55.56197N,017 39.41648E,0.6,12
0023,09:59:53 10/18/2023, CCI,  4.8,46 55.56176N,017 39.41607E,0.6,12
0024,10:00:13 10/18/2023, CCI, 16.0,46 55.56259N,017 39.41691E,0.6,12
0025,10:00:22 10/18/2023, CCI, 18.1,46 55.56149N,017 39.41745E,0.7,12
