Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:06:59 03/28/2023, CCI, 12.4,----.------,-----.------,-.-,--
0002,10:07:04 03/28/2023, CCI, 10.7,----.------,-----.------,-.-,--
0003,10:07:08 03/28/2023, CCI,  4.3,----.------,-----.------,-.-,--
0004,10:07:15 03/28/2023, CCI,  4.5,----.------,-----.------,-.-,--
0005,10:07:23 03/28/2023, CCI,  3.7,----.------,-----.------,-.-,--
0006,10:07:29 03/28/2023, CCI,  4.0,----.------,-----.------,-.-,--
0007,10:07:42 03/28/2023, CCI,  3.7,----.------,-----.------,-.-,--
0008,10:07:47 03/28/2023, CCI,  3.5,----.------,-----.------,-.-,--
0009,10:07:51 03/28/2023, CCI,  1.7,----.------,-----.------,-.-,--
0010,10:07:55 03/28/2023, CCI,  2.1,----.------,-----.------,-.-,--
0011,10:07:59 03/28/2023, CCI,  2.8,----.------,-----.------,-.-,--
0012,10:08:05 03/28/2023, CCI,  1.2,----.------,-----.------,-.-,--
0013,10:08:10 03/28/2023, CCI,  2.9,----.------,-----.------,-.-,--
0014,10:08:14 03/28/2023, CCI,  1.1,----.------,-----.------,-.-,--
0015,10:08:20 03/28/2023, CCI,  1.5,----.------,-----.------,-.-,--
0016,10:08:24 03/28/2023, CCI,  5.0,----.------,-----.------,-.-,--
0017,10:08:30 03/28/2023, CCI,  2.2,----.------,-----.------,-.-,--
0018,10:08:35 03/28/2023, CCI,  1.1,----.------,-----.------,-.-,--
0019,10:08:40 03/28/2023, CCI,  5.8,----.------,-----.------,-.-,--
0020,10:12:30 03/28/2023, CCI,  1.1,----.------,-----.------,-.-,--
0021,10:16:42 03/28/2023, CCI,  1.1,46 54.73207N,017 41.80531E,0.7,12
0022,10:16:46 03/28/2023, CCI,  2.7,46 54.73242N,017 41.80498E,0.7,12
0023,10:16:50 03/28/2023, CCI,  1.4,46 54.73276N,017 41.80502E,0.8,12
0024,10:16:54 03/28/2023, CCI,  6.8,46 54.73302N,017 41.80530E,0.7,12
0025,10:16:58 03/28/2023, CCI,  1.2,46 54.73316N,017 41.80527E,0.7,12
0026,10:17:02 03/28/2023, CCI,  4.8,46 54.73310N,017 41.80527E,0.7,12
0027,10:17:06 03/28/2023, CCI, 10.6,46 54.73278N,017 41.80528E,0.7,12
0028,10:17:10 03/28/2023, CCI,  9.0,46 54.73277N,017 41.80556E,0.8,12
0029,10:17:17 03/28/2023, CCI, 14.2,46 54.73273N,017 41.80595E,0.7,12
0030,10:17:28 03/28/2023, CCI,  4.1,46 54.73322N,017 41.80584E,0.6,12
0031,10:17:32 03/28/2023, CCI,  1.9,46 54.73316N,017 41.80549E,0.7,12
0032,10:17:36 03/28/2023, CCI,  7.3,46 54.73277N,017 41.80536E,0.7,12
0033,10:17:41 03/28/2023, CCI,  8.3,46 54.73310N,017 41.80510E,0.7,12
0034,10:17:45 03/28/2023, CCI,  2.0,46 54.73296N,017 41.80586E,0.6,12
0035,10:17:48 03/28/2023, CCI,  3.7,46 54.73308N,017 41.80616E,0.7,12
0036,10:18:06 03/28/2023, CCI,  6.3,46 54.73244N,017 41.80643E,0.7,12
0037,10:18:11 03/28/2023, CCI,  3.1,46 54.73215N,017 41.80637E,0.7,12
0038,10:18:15 03/28/2023, CCI,  1.3,46 54.73237N,017 41.80680E,0.6,12
0039,10:18:20 03/28/2023, CCI,  1.0,46 54.73246N,017 41.80665E,0.7,12
0040,10:18:27 03/28/2023, CCI,  1.0,46 54.73237N,017 41.80641E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,10:37:47 03/28/2023, CCI,  1.2,46 54.76818N,017 41.83745E,0.9,11
0002,10:37:54 03/28/2023, CCI, 12.5,46 54.77069N,017 41.84164E,0.9,11
0003,10:37:59 03/28/2023, CCI, 21.1,46 54.77124N,017 41.83924E,0.8,12
0004,10:38:05 03/28/2023, CCI, 24.0,46 54.76868N,017 41.83812E,0.8,12
0005,10:38:09 03/28/2023, CCI, 16.5,46 54.76762N,017 41.83860E,0.8,11
0006,10:38:13 03/28/2023, CCI,  1.0,46 54.76789N,017 41.83770E,0.8,11
0007,10:38:19 03/28/2023, CCI,  7.3,46 54.76730N,017 41.83626E,0.8,12
0008,10:38:25 03/28/2023, CCI,  9.3,46 54.76701N,017 41.83607E,0.9,11
0009,10:38:30 03/28/2023, CCI, 13.9,46 54.76835N,017 41.83646E,0.9,11
0010,10:38:36 03/28/2023, CCI,  1.6,46 54.76825N,017 41.83665E,0.8,12
0011,10:38:47 03/28/2023, CCI,  8.6,46 54.77008N,017 41.83738E,0.9,12
0012,10:38:55 03/28/2023, CCI,  3.3,46 54.77112N,017 41.83575E,0.8,11
0013,10:39:00 03/28/2023, CCI,  3.1,46 54.76738N,017 41.83201E,0.7,12
0014,10:39:05 03/28/2023, CCI, 13.2,46 54.76689N,017 41.82931E,0.9,12
0015,10:39:11 03/28/2023, CCI,  1.5,46 54.76720N,017 41.82774E,0.8,12
0016,10:39:15 03/28/2023, CCI,  5.8,46 54.76705N,017 41.82783E,0.8,12
0017,10:39:20 03/28/2023, CCI,  0.9,46 54.76833N,017 41.82916E,0.8,12
0018,10:39:24 03/28/2023, CCI,  9.9,46 54.76711N,017 41.82893E,0.7,12
0019,10:39:29 03/28/2023, CCI, 20.5,46 54.76532N,017 41.83017E,0.7,12
0020,10:43:08 03/28/2023, CCI, 23.5,46 54.76495N,017 41.83160E,0.7,12
0021,10:43:18 03/28/2023, CCI,  1.2,46 54.77335N,017 41.81758E,0.8,12
0022,10:43:21 03/28/2023, CCI,  3.8,46 54.77499N,017 41.81300E,0.8,12
0023,10:43:25 03/28/2023, CCI, 11.9,46 54.77370N,017 41.81634E,0.8,12
0024,10:43:30 03/28/2023, CCI, 14.4,46 54.77362N,017 41.81691E,0.7,12
0025,10:43:33 03/28/2023, CCI,  1.2,46 54.77436N,017 41.81644E,0.8,12
0026,10:43:37 03/28/2023, CCI, 12.2,46 54.77369N,017 41.81720E,0.8,12
0027,10:43:42 03/28/2023, CCI,  8.6,46 54.77287N,017 41.81885E,0.9,11
0028,10:43:50 03/28/2023, CCI, 14.6,46 54.77155N,017 41.81929E,0.9,11
0029,10:43:55 03/28/2023, CCI, 10.4,46 54.76857N,017 41.81931E,0.8,12
0030,10:43:59 03/28/2023, CCI, 16.5,46 54.76917N,017 41.81827E,0.8,12
0031,10:44:02 03/28/2023, CCI, 13.8,46 54.76880N,017 41.81807E,0.8,12
0032,10:44:06 03/28/2023, CCI, 15.8,46 54.76839N,017 41.81842E,0.8,12
0033,10:44:17 03/28/2023, CCI,  3.2,46 54.76794N,017 41.81936E,0.8,12
0034,10:44:20 03/28/2023, CCI, 10.8,46 54.76735N,017 41.82057E,0.8,12
0035,10:44:23 03/28/2023, CCI, 15.6,46 54.76704N,017 41.82121E,0.8,12
0036,10:44:26 03/28/2023, CCI, 14.8,46 54.76694N,017 41.82147E,0.8,12
0037,10:44:31 03/28/2023, CCI, 15.6,46 54.76646N,017 41.82103E,0.8,12
0038,10:44:34 03/28/2023, CCI, 12.7,46 54.76682N,017 41.82125E,0.8,12
0039,10:44:38 03/28/2023, CCI, 10.9,46 54.76647N,017 41.82143E,0.7,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,11:09:16 03/28/2023, CCI, 42.0,46 55.60045N,017 40.93434E,0.8,11
0002,11:09:21 03/28/2023, CCI, 18.5,46 55.60097N,017 40.93476E,0.8,12
0003,11:09:28 03/28/2023, CCI,  6.8,46 55.59996N,017 40.93499E,0.8,11
0004,11:09:33 03/28/2023, CCI, 39.7,46 55.59951N,017 40.93624E,0.8,12
0005,11:09:39 03/28/2023, CCI, 31.6,46 55.59925N,017 40.93809E,0.9,10
0006,11:09:41 03/28/2023, CCI, 34.6,46 55.59917N,017 40.94035E,0.8,11
0007,11:09:45 03/28/2023, CCI, 14.4,46 55.59900N,017 40.94082E,0.8,11
0008,11:09:49 03/28/2023, CCI, 13.4,46 55.59873N,017 40.94124E,0.9,10
0009,11:09:55 03/28/2023, CCI, 29.7,46 55.59893N,017 40.94055E,0.8,11
0010,11:10:03 03/28/2023, CCI,  1.2,46 55.59887N,017 40.93921E,0.8,11
0011,11:10:36 03/28/2023, CCI,  7.5,46 55.59857N,017 40.93862E,0.8,11
0012,11:10:41 03/28/2023, CCI, 20.7,46 55.59725N,017 40.93595E,0.7,12
0013,11:10:46 03/28/2023, CCI,  3.1,46 55.59729N,017 40.93640E,0.7,11
0014,11:10:51 03/28/2023, CCI, 63.6,46 55.59709N,017 40.93605E,0.7,12
0015,11:10:55 03/28/2023, CCI, 48.2,46 55.59734N,017 40.93598E,0.7,12
0016,11:11:02 03/28/2023, CCI, 19.0,46 55.59731N,017 40.93637E,0.7,12
0017,11:11:08 03/28/2023, CCI,128.3,46 55.59731N,017 40.93591E,0.7,12
