Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,08:52:54 09/28/2023, CCI,  3.2,46 55.83796N,017 39.31878E,1.5,08
0002,08:52:59 09/28/2023, CCI,  2.1,46 55.83792N,017 39.31858E,1.5,08
0003,08:53:03 09/28/2023, CCI,  2.8,46 55.83715N,017 39.31915E,1.5,08
0004,08:53:08 09/28/2023, CCI, 13.9,46 55.83691N,017 39.31954E,1.5,08
0005,08:53:12 09/28/2023, CCI, 13.5,46 55.83771N,017 39.31919E,1.5,08
0006,08:53:16 09/28/2023, CCI, 14.1,46 55.83862N,017 39.31803E,1.5,08
0007,08:53:21 09/28/2023, CCI, 14.8,46 55.83837N,017 39.31809E,1.5,08
0008,08:53:25 09/28/2023, CCI, 14.6,46 55.83848N,017 39.31783E,1.5,08
0009,08:53:32 09/28/2023, CCI, 16.6,46 55.83831N,017 39.31791E,1.5,08
0010,08:53:35 09/28/2023, CCI,  5.0,46 55.83727N,017 39.31809E,1.5,08
0011,08:53:39 09/28/2023, CCI, 11.6,46 55.83718N,017 39.31786E,1.6,07
0012,08:53:42 09/28/2023, CCI,  7.7,46 55.83729N,017 39.31785E,1.5,08
0013,08:53:45 09/28/2023, CCI, 13.4,46 55.83715N,017 39.31750E,1.5,08
0014,08:53:50 09/28/2023, CCI, 13.4,46 55.83720N,017 39.31757E,1.5,08
0015,08:53:54 09/28/2023, CCI,  3.8,46 55.83646N,017 39.31797E,1.5,08
0016,08:54:08 09/28/2023, CCI, 13.5,46 55.83659N,017 39.31865E,1.5,08
0017,08:54:12 09/28/2023, CCI, 14.5,46 55.83604N,017 39.31800E,1.5,08
0018,08:54:16 09/28/2023, CCI, 13.7,46 55.83573N,017 39.31874E,1.5,08
0019,08:54:19 09/28/2023, CCI, 10.4,46 55.83683N,017 39.31812E,1.5,08
0020,08:54:31 09/28/2023, CCI, 10.9,46 55.83565N,017 39.31905E,1.5,08
0021,08:54:42 09/28/2023, CCI, 14.8,46 55.83795N,017 39.31641E,1.5,08
0022,08:54:50 09/28/2023, CCI, 31.1,46 55.83986N,017 39.31361E,1.5,08
0023,08:55:01 09/28/2023, CCI, 23.3,46 55.84097N,017 39.31317E,1.5,08
0024,08:55:10 09/28/2023, CCI, 20.0,46 55.84035N,017 39.31228E,1.3,09
0025,08:55:13 09/28/2023, CCI, 28.2,46 55.84076N,017 39.31367E,1.3,09
0026,08:55:20 09/28/2023, CCI, 27.4,46 55.84109N,017 39.31348E,1.3,09
0027,08:55:30 09/28/2023, CCI, 14.3,46 55.84112N,017 39.31314E,1.3,09
0028,08:55:49 09/28/2023, CCI, 24.5,46 55.84094N,017 39.31422E,1.3,09
0029,08:55:52 09/28/2023, CCI, 18.4,46 55.83736N,017 39.31640E,1.3,09
0030,08:56:01 09/28/2023, CCI, 21.0,46 55.83748N,017 39.31617E,1.3,09
0031,08:56:03 09/28/2023, CCI, 16.5,46 55.83690N,017 39.31665E,1.3,09
0032,08:56:11 09/28/2023, CCI, 18.1,46 55.83673N,017 39.31681E,1.3,09
0033,08:56:15 09/28/2023, CCI,  4.9,46 55.83620N,017 39.31751E,1.3,09
0034,08:56:22 09/28/2023, CCI, 26.0,46 55.83655N,017 39.31805E,1.3,09
0035,08:56:34 09/28/2023, CCI, 11.5,46 55.83709N,017 39.31786E,1.3,09
0036,08:56:39 09/28/2023, CCI, 25.3,46 55.83629N,017 39.31698E,1.3,09
0037,08:56:43 09/28/2023, CCI, 29.0,46 55.83671N,017 39.31631E,1.3,09
0038,08:56:50 09/28/2023, CCI, 13.4,46 55.83690N,017 39.31627E,1.3,09
0039,08:56:56 09/28/2023, CCI, 17.6,46 55.83807N,017 39.31604E,1.3,09
0040,08:57:00 09/28/2023, CCI,  1.6,46 55.83922N,017 39.31569E,1.3,09
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
0001,09:00:14 09/28/2023, CCI, 15.2,46 55.85271N,017 39.33926E,1.1,11
0002,09:00:18 09/28/2023, CCI, 19.4,46 55.85243N,017 39.33855E,1.1,11
0003,09:00:25 09/28/2023, CCI, 19.5,46 55.85201N,017 39.33907E,1.1,11
0004,09:00:28 09/28/2023, CCI, 15.7,46 55.85176N,017 39.33950E,1.1,11
0005,09:00:35 09/28/2023, CCI, 14.0,46 55.85172N,017 39.33891E,1.2,10
0006,09:00:43 09/28/2023, CCI, 25.9,46 55.85244N,017 39.33784E,1.2,10
0007,09:00:49 09/28/2023, CCI, 10.2,46 55.85190N,017 39.33747E,1.1,11
0008,09:00:54 09/28/2023, CCI, 10.5,46 55.85195N,017 39.33710E,1.1,11
0009,09:00:57 09/28/2023, CCI,  9.0,46 55.85157N,017 39.33695E,1.1,11
0010,09:01:03 09/28/2023, CCI, 11.5,46 55.85134N,017 39.33658E,1.1,11
0011,09:01:09 09/28/2023, CCI, 17.0,46 55.85139N,017 39.33634E,1.1,11
0012,09:01:15 09/28/2023, CCI,  3.5,46 55.85149N,017 39.33772E,1.1,11
0013,09:01:22 09/28/2023, CCI, 15.0,46 55.85157N,017 39.33772E,1.1,11
0014,09:01:29 09/28/2023, CCI, 15.5,46 55.85187N,017 39.33746E,1.1,11
0015,09:01:34 09/28/2023, CCI, 16.6,46 55.85114N,017 39.33793E,1.1,11
0016,09:01:40 09/28/2023, CCI, 12.9,46 55.85153N,017 39.33684E,1.1,11
0017,09:01:50 09/28/2023, CCI, 17.6,46 55.85120N,017 39.33716E,1.1,11
0018,09:01:54 09/28/2023, CCI, 18.0,46 55.85224N,017 39.33774E,1.1,11
0019,09:02:01 09/28/2023, CCI, 16.5,46 55.85289N,017 39.33704E,1.1,11
0020,09:02:19 09/28/2023, CCI, 12.8,46 55.85316N,017 39.33737E,1.1,12
0021,09:02:25 09/28/2023, CCI,  2.2,46 55.85076N,017 39.33935E,1.1,12
0022,09:02:31 09/28/2023, CCI, 21.3,46 55.85077N,017 39.33889E,1.1,12
0023,09:02:40 09/28/2023, CCI, 42.1,46 55.85071N,017 39.33858E,1.1,12
0024,09:02:47 09/28/2023, CCI,  5.3,46 55.85028N,017 39.33915E,1.1,12
0025,09:02:53 09/28/2023, CCI, 29.9,46 55.85061N,017 39.33907E,1.1,12
0026,09:02:59 09/28/2023, CCI, 41.9,46 55.85061N,017 39.33936E,1.1,12
0027,09:03:07 09/28/2023, CCI,  5.4,46 55.85110N,017 39.33873E,1.1,12
0028,09:03:15 09/28/2023, CCI, 50.2,46 55.85022N,017 39.33829E,1.1,11
0029,09:03:26 09/28/2023, CCI, 42.4,46 55.85065N,017 39.33840E,1.2,11
0030,09:03:39 09/28/2023, CCI,  4.9,46 55.85039N,017 39.33894E,1.1,12
0031,09:03:49 09/28/2023, CCI,  2.6,46 55.85125N,017 39.33784E,1.1,12
0032,09:03:53 09/28/2023, CCI, 35.7,46 55.85162N,017 39.33730E,1.1,12
0033,09:04:00 09/28/2023, CCI, 18.6,46 55.85169N,017 39.33703E,1.1,12
0034,09:04:06 09/28/2023, CCI, 25.4,46 55.85207N,017 39.33575E,1.1,12
0035,09:04:13 09/28/2023, CCI, 20.2,46 55.85201N,017 39.33547E,1.1,12
0036,09:04:26 09/28/2023, CCI, 12.5,46 55.85198N,017 39.33505E,1.1,12
0037,09:04:46 09/28/2023, CCI, 28.7,46 55.85183N,017 39.33474E,1.1,12
0038,09:04:53 09/28/2023, CCI, 48.0,46 55.85134N,017 39.33561E,1.1,12
0039,09:05:04 09/28/2023, CCI, 29.2,46 55.85153N,017 39.33576E,1.1,12
0040,09:05:14 09/28/2023, CCI,  2.4,46 55.85222N,017 39.33713E,1.1,12
Sample,Time/Date,Units,Reading,Lat,Lon,DOP,# Sat
